return_id,order_id,product_id,customer_id,return_date,return_reason,return_quantity,refund_amount
R002136,O021813,P0205,C03738,2025-08-27,Size Issue,1,737.95
R002137,O021823,P0161,C05138,2025-06-30,Wrong Product,2,25192.95
R002138,O021823,P0372,C05138,2025-06-24,Late Delivery,2,5142.36
R002139,O021823,P0311,C05138,2025-06-22,Not as Expected,1,3872.55
R002140,O021827,P0176,C00498,2025-03-15,Product Defect,1,11926.31
R002141,O021831,P0035,C03177,2025-10-07,Product Defect,1,24723.67
R002142,O021831,P0440,C03177,2025-10-02,Size Issue,1,3683.34
R002143,O021847,P0336,C06248,2025-01-26,Not as Expected,1,2402.7
R002144,O021847,P0404,C06248,2025-01-24,Size Issue,1,6153.56
R002145,O021860,P0316,C02139,2025-11-12,Damaged During Delivery,1,4276.88
R002146,O021864,P0451,C04359,2025-10-13,Size Issue,2,1542.89
R002147,O021868,P0393,C04582,2026-11-03,Not as Expected,1,1290.73
R002148,O021883,P0264,C06197,2026-06-09,Late Delivery,1,2939.27
R002149,O021883,P0075,C06197,2026-06-18,Not as Expected,2,52499.69
R002150,O021894,P0062,C08971,2026-04-06,Late Delivery,1,26449.8
R002151,O021896,P0347,C04419,2026-08-03,Changed Mind,1,1151.29
R002152,O021897,P0134,C00388,2026-10-01,Not as Expected,1,15472.94
R002153,O021897,P0146,C00388,2026-09-25,Not as Expected,2,30561.72
R002154,O021897,P0198,C00388,2026-10-04,Not as Expected,1,13679.8
R002155,O021917,P0101,C02151,2025-11-26,Size Issue,2,18587.91
R002156,O021929,P0127,C08575,2026-12-05,Late Delivery,1,15115.18
R002157,O021929,P0376,C08575,2026-11-22,Size Issue,2,4678.08
R002158,O021929,P0156,C08575,2026-11-27,Not as Expected,1,2535.55
R002159,O021934,P0334,C03306,2026-01-04,Not as Expected,1,2164.46
R002160,O021936,P0024,C08686,2025-12-22,Late Delivery,1,15023.41
R002161,O021944,P0279,C00565,2026-05-28,Size Issue,1,2876.86
R002162,O021947,P0086,C09803,2026-06-17,Changed Mind,1,19505.38
R002163,O021947,P0355,C09803,2026-06-14,Not as Expected,1,839.95
R002164,O021956,P0472,C00376,2025-07-26,Wrong Product,2,14444.99
R002165,O021965,P0203,C00407,2026-07-03,Changed Mind,2,10932.49
R002166,O021965,P0489,C00407,2026-06-30,Damaged During Delivery,1,4452.25
R002167,O021965,P0125,C00407,2026-07-10,Changed Mind,1,15516.03
R002168,O021982,P0310,C03848,2026-03-11,Not as Expected,1,2962.23
R002169,O021986,P0166,C02758,2026-10-11,Damaged During Delivery,1,6973.77
R002170,O022028,P0189,C00446,2026-05-15,Not as Expected,1,966.18
R002171,O022028,P0470,C00446,2026-05-09,Changed Mind,1,5325.05
R002172,O022039,P0354,C05836,2026-09-07,Not as Expected,1,2287.52
R002173,O022047,P0402,C07035,2026-03-31,Damaged During Delivery,1,1471.49
R002174,O022049,P0272,C00736,2025-11-27,Damaged During Delivery,1,2486.86
R002175,O022058,P0093,C01449,2026-04-18,Changed Mind,2,28053.33
R002176,O022061,P0166,C06503,2025-11-03,Damaged During Delivery,1,7688.44
R002177,O022078,P0495,C07952,2025-04-18,Not as Expected,1,8875.07
R002178,O022084,P0235,C06486,2026-08-25,Wrong Product,1,1885.52
R002179,O022084,P0185,C06486,2026-08-29,Changed Mind,1,8658.67
R002180,O022112,P0157,C07817,2026-01-22,Not as Expected,1,11653.83
R002181,O022118,P0350,C03833,2026-08-01,Damaged During Delivery,1,3132.23
R002182,O022128,P0241,C06548,2026-11-26,Not as Expected,1,6023.7
R002183,O022147,P0376,C02721,2026-02-12,Changed Mind,1,2535.62
R002184,O022177,P0163,C08601,2025-06-04,Not as Expected,2,28644.74
R002185,O022247,P0084,C04852,2025-10-14,Not as Expected,1,8275.07
R002186,O022250,P0162,C05907,2025-10-21,Changed Mind,1,3118.6
R002187,O022250,P0438,C05907,2025-10-24,Damaged During Delivery,1,7541.86
R002188,O022263,P0100,C05462,2026-07-19,Changed Mind,1,14577.82
R002189,O022284,P0343,C09736,2025-10-28,Not as Expected,3,6698.16
R002190,O022318,P0029,C07355,2026-11-11,Not as Expected,1,26467.39
R002191,O022351,P0323,C09365,2027-01-10,Not as Expected,2,841.05
R002192,O022366,P0299,C03410,2026-02-10,Product Defect,1,5304.47
R002193,O022415,P0269,C05885,2025-10-13,Product Defect,1,1402.78
R002194,O022424,P0396,C02835,2026-06-11,Not as Expected,2,2792.55
R002195,O022436,P0427,C06629,2026-03-07,Changed Mind,1,9558.54
R002196,O022436,P0496,C06629,2026-02-25,Wrong Product,1,4458.61
R002197,O022451,P0111,C09153,2025-11-07,Not as Expected,1,16843.13
R002198,O022459,P0199,C00963,2025-12-22,Product Defect,1,13557.77
R002199,O022459,P0208,C00963,2025-12-22,Changed Mind,1,415.91
R002200,O022468,P0047,C03792,2025-12-30,Product Defect,1,1418.4
R002201,O022477,P0471,C01545,2025-11-26,Damaged During Delivery,1,1929.45
R002202,O022477,P0084,C01545,2025-12-01,Damaged During Delivery,1,8196.26
R002203,O022477,P0359,C01545,2025-12-05,Not as Expected,1,295.95
R002204,O022480,P0320,C00728,2025-12-06,Size Issue,1,3408.06
R002205,O022489,P0471,C02178,2025-09-22,Late Delivery,1,1955.01
R002206,O022492,P0357,C03432,2026-09-14,Not as Expected,1,3502.7
R002207,O022493,P0230,C09077,2025-11-15,Not as Expected,1,4092.3
R002208,O022493,P0305,C09077,2025-11-15,Wrong Product,1,3430.23
R002209,O022513,P0007,C07835,2025-06-03,Size Issue,1,8466.23
R002210,O022513,P0130,C07835,2025-06-16,Late Delivery,1,3755.02
R002211,O022543,P0383,C09472,2025-07-30,Not as Expected,2,5843.55
R002212,O022561,P0494,C02491,2026-06-18,Not as Expected,2,9640.04
R002213,O022561,P0325,C02491,2026-06-21,Not as Expected,3,13755.99
R002214,O022569,P0244,C01242,2025-08-07,Wrong Product,2,4636.21
R002215,O022571,P0400,C03818,2026-06-21,Product Defect,1,3298.95
R002216,O022571,P0061,C03818,2026-07-03,Changed Mind,2,7243.99
R002217,O022571,P0402,C03818,2026-06-27,Changed Mind,1,1468.42
R002218,O022572,P0450,C07914,2026-06-27,Changed Mind,2,20562.15
R002219,O022581,P0426,C07138,2026-10-09,Not as Expected,1,809.36
R002220,O022584,P0421,C04233,2026-12-19,Size Issue,1,1395.81
R002221,O022584,P0105,C04233,2026-12-29,Damaged During Delivery,1,9284.96
R002222,O022613,P0441,C02955,2025-05-14,Not as Expected,1,7973.34
R002223,O022620,P0353,C09207,2026-04-27,Not as Expected,1,2218.26
R002224,O022658,P0239,C09209,2026-11-17,Not as Expected,1,2985.28
R002225,O022663,P0152,C00212,2025-12-26,Late Delivery,2,5138.06
R002226,O022667,P0460,C04311,2026-12-22,Changed Mind,2,9417.39
R002227,O022677,P0257,C03924,2025-05-08,Size Issue,1,5474.16
R002228,O022677,P0390,C03924,2025-05-03,Changed Mind,1,842.78
R002229,O022684,P0395,C04476,2026-06-01,Not as Expected,1,1551.65
R002230,O022686,P0213,C08968,2025-11-27,Not as Expected,2,9866.39
R002231,O022689,P0306,C06547,2025-06-23,Changed Mind,2,3373.27
R002232,O022689,P0343,C06547,2025-06-11,Damaged During Delivery,1,2105.94
R002233,O022695,P0269,C02947,2025-10-25,Product Defect,1,1429.14
R002234,O022695,P0058,C02947,2025-10-30,Not as Expected,2,21290.69
R002235,O022698,P0053,C00265,2026-01-21,Changed Mind,1,4430.49
R002236,O022750,P0248,C00758,2026-03-22,Damaged During Delivery,1,4283.61
R002237,O022765,P0265,C08529,2025-08-01,Not as Expected,1,5042.19
R002238,O022781,P0398,C04040,2025-08-07,Changed Mind,1,1104.07
R002239,O022781,P0472,C04040,2025-08-15,Wrong Product,1,6992.88
R002240,O022783,P0279,C01570,2025-07-12,Size Issue,1,2639.24
R002241,O022787,P0051,C04701,2025-12-17,Wrong Product,1,8644.06
R002242,O022787,P0119,C04701,2025-12-31,Damaged During Delivery,1,11523.72
R002243,O022798,P0206,C05995,2026-06-29,Size Issue,1,5132.96
R002244,O022798,P0274,C05995,2026-06-30,Size Issue,1,5055.92
R002245,O022799,P0371,C03160,2025-04-25,Not as Expected,1,2296.73
R002246,O022799,P0078,C03160,2025-04-27,Product Defect,1,22716.21
R002247,O022850,P0273,C00451,2025-02-24,Wrong Product,1,4057.28
R002248,O022861,P0491,C07159,2025-09-02,Size Issue,1,10152.18
R002249,O022861,P0243,C07159,2025-08-31,Product Defect,1,5120.47
R002250,O022861,P0439,C07159,2025-09-03,Not as Expected,1,10579.11
R002251,O022872,P0130,C03163,2025-06-11,Changed Mind,1,3913.18
R002252,O022887,P0379,C06317,2025-10-28,Size Issue,1,452.05
R002253,O022887,P0283,C06317,2025-10-29,Late Delivery,1,4216.58
R002254,O022927,P0010,C06194,2026-04-13,Size Issue,1,14911.25
R002255,O022938,P0195,C04525,2026-02-17,Not as Expected,2,26958.73
R002256,O022943,P0266,C02045,2026-10-29,Size Issue,1,3627.11
R002257,O022946,P0310,C05840,2026-07-24,Late Delivery,2,6119.59
R002258,O022946,P0438,C05840,2026-07-19,Changed Mind,3,22346.18
R002259,O022946,P0038,C05840,2026-07-22,Not as Expected,1,1309.82
R002260,O022966,P0407,C04297,2026-06-09,Not as Expected,1,7127.45
R002261,O022975,P0442,C00539,2026-10-02,Changed Mind,1,8496.25
R002262,O022980,P0391,C07857,2025-02-19,Not as Expected,1,1000.88
R002263,O022996,P0402,C06763,2026-10-08,Size Issue,1,1585.8
R002264,O022996,P0150,C06763,2026-10-08,Not as Expected,1,1688.6
R002265,O023003,P0343,C02567,2026-06-03,Not as Expected,1,2115.44
R002266,O023007,P0071,C06617,2025-08-12,Not as Expected,1,26640.43
R002267,O023016,P0122,C03750,2026-05-05,Changed Mind,2,13455.56
R002268,O023039,P0237,C03799,2025-05-15,Size Issue,1,5576.24
R002269,O023057,P0091,C06271,2026-11-29,Product Defect,2,23500.86
R002270,O023066,P0325,C09913,2025-08-12,Damaged During Delivery,1,4211.49
R002271,O023066,P0187,C09913,2025-07-28,Size Issue,1,1744.89
R002272,O023066,P0013,C09913,2025-08-06,Changed Mind,2,57185.02
R002273,O023079,P0249,C03212,2026-05-03,Damaged During Delivery,1,3393.58
R002274,O023079,P0130,C03212,2026-04-28,Not as Expected,1,3924.11
R002275,O023079,P0077,C03212,2026-05-04,Late Delivery,1,8779.67
R002276,O023081,P0215,C04241,2026-12-24,Wrong Product,1,5053.46
R002277,O023091,P0008,C08119,2025-02-18,Late Delivery,1,2103.67
R002278,O023092,P0125,C04168,2025-04-12,Size Issue,2,30922.98
R002279,O023092,P0149,C04168,2025-04-11,Changed Mind,1,10818.84
R002280,O023092,P0278,C04168,2025-04-05,Wrong Product,3,17578.44
R002281,O023115,P0067,C02727,2026-05-18,Size Issue,1,21935.05
R002282,O023120,P0204,C09845,2025-08-13,Not as Expected,1,4157.2
R002283,O023124,P0201,C01565,2026-05-06,Not as Expected,1,1286.97
R002284,O023138,P0030,C02959,2025-03-12,Late Delivery,1,23306.22
R002285,O023152,P0085,C01080,2026-06-15,Not as Expected,1,1061.73
R002286,O023152,P0405,C01080,2026-06-19,Size Issue,2,19455.33
R002287,O023165,P0192,C07195,2026-11-01,Product Defect,2,7041.58
R002288,O023193,P0037,C01893,2026-02-01,Changed Mind,1,775.03
R002289,O023217,P0466,C09743,2025-06-05,Changed Mind,1,7863.81
R002290,O023217,P0106,C09743,2025-06-16,Late Delivery,1,5690.59
R002291,O023229,P0193,C02085,2025-02-05,Damaged During Delivery,1,2341.35
R002292,O023229,P0254,C02085,2025-02-08,Not as Expected,1,3779.2
R002293,O023237,P0116,C05926,2026-12-17,Size Issue,1,12571.29
R002294,O023237,P0095,C05926,2026-12-12,Damaged During Delivery,1,5361.64
R002295,O023265,P0186,C04592,2025-06-22,Wrong Product,1,9786.01
R002296,O023266,P0358,C04937,2026-09-25,Changed Mind,1,1396.06
R002297,O023275,P0035,C04607,2026-06-09,Wrong Product,2,50415.87
R002298,O023275,P0174,C04607,2026-06-03,Damaged During Delivery,2,25793.53
R002299,O023275,P0475,C04607,2026-06-08,Damaged During Delivery,1,3271.4
R002300,O023313,P0454,C09564,2025-06-04,Damaged During Delivery,1,10263.35
R002301,O023313,P0500,C09564,2025-05-29,Not as Expected,1,2235.1
R002302,O023336,P0058,C02773,2025-12-30,Damaged During Delivery,1,9842.26
R002303,O023336,P0164,C02773,2025-12-25,Changed Mind,1,17347.35
R002304,O023348,P0219,C00036,2026-01-07,Wrong Product,1,2264.92
R002305,O023350,P0113,C02091,2026-04-23,Changed Mind,1,14940.59
R002306,O023366,P0258,C08741,2025-08-25,Product Defect,1,5615.68
R002307,O023366,P0395,C08741,2025-09-05,Changed Mind,1,1694.48
R002308,O023366,P0320,C08741,2025-08-31,Product Defect,1,3443.47
R002309,O023374,P0320,C01154,2026-08-08,Damaged During Delivery,1,3326.3
R002310,O023392,P0170,C01965,2026-10-27,Size Issue,2,18174.08
R002311,O023400,P0227,C01191,2026-10-14,Wrong Product,1,5722.11
R002312,O023400,P0188,C01191,2026-10-18,Not as Expected,1,9655.18
R002313,O023451,P0484,C02623,2025-06-10,Changed Mind,1,6849.08
R002314,O023452,P0116,C08556,2026-01-17,Not as Expected,1,12520.68
R002315,O023452,P0315,C08556,2026-01-08,Size Issue,1,1802.99
R002316,O023454,P0164,C05572,2026-05-30,Not as Expected,1,16217.95
R002317,O023476,P0361,C05336,2025-12-19,Product Defect,1,3551.79
R002318,O023476,P0414,C05336,2025-12-29,Damaged During Delivery,2,8318.41
R002319,O023476,P0201,C05336,2025-12-27,Not as Expected,2,2697.01
R002320,O023493,P0142,C03393,2026-06-18,Product Defect,1,2537.88
R002321,O023495,P0096,C01225,2025-07-05,Not as Expected,1,2940.5
R002322,O023495,P0309,C01225,2025-07-12,Product Defect,1,3556.72
R002323,O023503,P0342,C05053,2026-07-12,Product Defect,1,1156.55
R002324,O023536,P0384,C00146,2025-08-07,Product Defect,1,4220.52
R002325,O023543,P0158,C03814,2026-08-26,Size Issue,1,794.97
R002326,O023553,P0157,C09021,2026-02-28,Not as Expected,1,12136.92
R002327,O023563,P0415,C03407,2026-11-29,Size Issue,1,6830.73
R002328,O023563,P0131,C03407,2026-11-27,Size Issue,1,15310.04
R002329,O023578,P0327,C05431,2025-01-31,Wrong Product,1,275.45
R002330,O023591,P0215,C09932,2025-07-01,Changed Mind,3,14899.28
R002331,O023611,P0438,C03760,2025-06-12,Wrong Product,1,8004.3
R002332,O023612,P0090,C01506,2025-09-07,Not as Expected,1,20992.41
R002333,O023623,P0474,C03017,2026-09-13,Damaged During Delivery,1,3598.93
R002334,O023636,P0363,C02159,2025-11-27,Damaged During Delivery,1,3199.23
R002335,O023645,P0433,C05408,2026-06-01,Not as Expected,2,2163.67
R002336,O023657,P0463,C02432,2026-03-06,Changed Mind,1,3598.43
R002337,O023669,P0203,C08794,2025-07-24,Damaged During Delivery,1,5927.95
R002338,O023676,P0381,C01657,2026-06-06,Late Delivery,1,3527.79
R002339,O023686,P0435,C09124,2025-07-07,Product Defect,1,4464.28
R002340,O023716,P0485,C04596,2026-06-02,Not as Expected,3,21989.16
R002341,O023719,P0254,C05513,2025-05-13,Product Defect,1,3847.21
R002342,O023719,P0263,C05513,2025-05-14,Late Delivery,1,5882.84
R002343,O023728,P0412,C05532,2026-02-04,Not as Expected,2,12887.38
R002344,O023728,P0338,C05532,2026-02-03,Wrong Product,1,487.64
R002345,O023728,P0253,C05532,2026-02-02,Damaged During Delivery,1,3542.8
R002346,O023735,P0400,C05801,2026-05-21,Changed Mind,1,3633.66
R002347,O023742,P0291,C04407,2026-01-26,Late Delivery,1,2408.02
R002348,O023743,P0141,C00028,2025-12-02,Changed Mind,2,31882.2
R002349,O023743,P0145,C00028,2025-12-01,Size Issue,3,42375.32
R002350,O023743,P0164,C00028,2025-12-08,Changed Mind,1,15537.24
R002351,O023748,P0164,C02089,2025-07-10,Changed Mind,2,33934.03
R002352,O023748,P0315,C02089,2025-07-22,Not as Expected,1,1675.5
R002353,O023752,P0404,C07363,2026-04-08,Not as Expected,1,6694.62
R002354,O023763,P0151,C05942,2025-06-08,Product Defect,1,5057.53
R002355,O023764,P0377,C04897,2026-01-04,Not as Expected,1,3763.78
R002356,O023764,P0309,C04897,2025-12-27,Not as Expected,1,3294.59
R002357,O023764,P0084,C04897,2026-01-10,Changed Mind,1,7318.51
R002358,O023766,P0041,C00650,2026-04-12,Size Issue,1,13846.33
R002359,O023776,P0028,C05712,2026-01-17,Damaged During Delivery,2,29130.28
R002360,O023837,P0269,C04455,2025-12-10,Late Delivery,1,1437.25
R002361,O023839,P0179,C00443,2026-10-08,Changed Mind,1,1075.88
R002362,O023850,P0127,C02547,2025-12-02,Product Defect,1,14902.11
R002363,O023887,P0392,C07646,2026-11-29,Damaged During Delivery,1,2889.65
R002364,O023887,P0280,C07646,2026-12-14,Late Delivery,1,1933.96
R002365,O023928,P0352,C02644,2026-03-09,Not as Expected,1,2190.07
R002366,O023928,P0125,C02644,2026-02-22,Changed Mind,1,14932.27
R002367,O023930,P0327,C06650,2025-08-07,Size Issue,1,282.87
R002368,O023969,P0425,C09697,2025-12-20,Size Issue,1,7742.8
R002369,O023969,P0434,C09697,2025-12-19,Damaged During Delivery,1,1638.31
R002370,O023973,P0229,C07725,2026-12-01,Product Defect,2,4078.8
R002371,O023974,P0109,C07631,2026-10-06,Wrong Product,1,14707.49
R002372,O023981,P0236,C05574,2026-09-10,Not as Expected,1,3191.85
R002373,O023981,P0418,C05574,2026-09-07,Size Issue,1,7731.63
R002374,O023981,P0135,C05574,2026-09-05,Late Delivery,1,5756.23
R002375,O024002,P0040,C04877,2025-09-05,Not as Expected,1,11604.59
R002376,O024022,P0022,C05500,2026-02-09,Wrong Product,1,12458.76
R002377,O024038,P0382,C01278,2027-01-11,Changed Mind,1,1910.7
R002378,O024038,P0050,C01278,2027-01-11,Size Issue,2,32628.53
R002379,O024062,P0138,C07290,2025-11-11,Changed Mind,1,2654.68
R002380,O024080,P0098,C04167,2025-04-15,Not as Expected,1,10187.84
R002381,O024085,P0326,C05009,2026-11-26,Changed Mind,1,283.45
R002382,O024085,P0483,C05009,2026-12-04,Not as Expected,1,1921.23
R002383,O024091,P0031,C03079,2025-10-04,Changed Mind,3,91407.54
R002384,O024094,P0401,C03751,2026-11-30,Changed Mind,2,6829.17
R002385,O024115,P0119,C02707,2025-05-28,Changed Mind,1,11231.02
R002386,O024127,P0090,C01651,2026-03-24,Not as Expected,1,23254.89
R002387,O024141,P0125,C05181,2026-07-17,Not as Expected,1,14142.36
R002388,O024157,P0491,C09055,2025-08-03,Damaged During Delivery,1,10423.05
R002389,O024157,P0042,C09055,2025-08-04,Product Defect,1,12245.41
R002390,O024172,P0478,C00561,2026-04-20,Size Issue,1,3350.71
R002391,O024172,P0114,C00561,2026-04-16,Late Delivery,1,2007.45
R002392,O024203,P0151,C08603,2026-11-08,Not as Expected,2,9575.78
R002393,O024222,P0356,C03718,2026-04-25,Changed Mind,1,4251.7
R002394,O024231,P0226,C05687,2026-03-24,Changed Mind,1,4681.21
R002395,O024252,P0203,C08184,2026-04-09,Size Issue,1,5515.41
R002396,O024278,P0364,C05067,2026-03-19,Product Defect,1,372.58
R002397,O024294,P0264,C08479,2026-07-14,Late Delivery,1,2833.68
R002398,O024298,P0344,C02439,2026-04-22,Wrong Product,1,509.17
R002399,O024336,P0469,C09457,2025-07-22,Product Defect,1,10531.4
R002400,O024345,P0191,C06511,2025-01-17,Changed Mind,1,12232.09
R002401,O024347,P0361,C02959,2026-09-24,Wrong Product,1,3492.27
R002402,O024347,P0322,C02959,2026-10-01,Product Defect,1,4519.43
R002403,O024347,P0461,C02959,2026-09-29,Size Issue,1,2655.81
R002404,O024359,P0409,C05084,2025-02-06,Product Defect,1,8829.14
R002405,O024362,P0475,C05491,2026-08-17,Product Defect,1,3389.48
R002406,O024378,P0107,C09319,2025-08-05,Late Delivery,1,4036.62
R002407,O024378,P0090,C09319,2025-08-05,Damaged During Delivery,1,23144.0
R002408,O024390,P0063,C05739,2026-10-19,Not as Expected,2,18584.05
R002409,O024413,P0320,C03600,2026-03-29,Not as Expected,1,3553.36
R002410,O024426,P0048,C04931,2026-08-18,Product Defect,1,7381.01
R002411,O024426,P0040,C04931,2026-08-13,Size Issue,2,19421.55
R002412,O024427,P0129,C00421,2026-08-22,Size Issue,1,7658.29
R002413,O024435,P0055,C09224,2025-12-11,Product Defect,2,18964.04
R002414,O024435,P0278,C09224,2025-12-07,Late Delivery,1,5282.34
R002415,O024438,P0499,C04912,2026-10-02,Changed Mind,1,10245.11
R002416,O024446,P0381,C01360,2026-12-18,Product Defect,1,3468.42
R002417,O024447,P0212,C06263,2025-02-17,Not as Expected,1,4683.52
R002418,O024458,P0114,C02566,2025-08-03,Size Issue,1,1976.08
R002419,O024463,P0030,C02820,2025-07-29,Not as Expected,1,23142.28
R002420,O024463,P0010,C02820,2025-08-06,Damaged During Delivery,1,15740.4
R002421,O024481,P0365,C00017,2025-10-17,Late Delivery,1,1019.78
R002422,O024502,P0110,C02836,2025-06-26,Wrong Product,1,3923.4
R002423,O024554,P0462,C00312,2026-11-04,Changed Mind,3,27949.66
R002424,O024554,P0133,C00312,2026-11-12,Changed Mind,1,3124.82
R002425,O024554,P0433,C00312,2026-10-31,Changed Mind,1,1079.67
R002426,O024569,P0040,C05444,2026-10-08,Wrong Product,2,20787.64
R002427,O024588,P0481,C00298,2026-08-29,Size Issue,1,9186.13
R002428,O024588,P0070,C00298,2026-09-03,Not as Expected,1,2516.02
R002429,O024607,P0453,C02641,2026-10-20,Not as Expected,1,3401.92
R002430,O024607,P0164,C02641,2026-10-21,Size Issue,2,34246.62
R002431,O024637,P0329,C01986,2026-02-12,Not as Expected,1,1778.24
R002432,O024644,P0156,C06633,2026-11-16,Not as Expected,1,2630.26
R002433,O024646,P0369,C03698,2025-11-30,Size Issue,2,5925.66
R002434,O024652,P0260,C07321,2027-01-06,Not as Expected,1,393.47
R002435,O024652,P0346,C07321,2027-01-03,Not as Expected,3,1658.29
R002436,O024653,P0390,C01612,2026-04-27,Product Defect,3,2519.67
R002437,O024654,P0368,C06640,2026-01-09,Wrong Product,1,305.0
R002438,O024676,P0411,C06461,2025-10-27,Changed Mind,1,7328.04
R002439,O024687,P0397,C04004,2025-07-01,Late Delivery,1,4190.97
R002440,O024690,P0175,C03889,2026-12-26,Changed Mind,2,28600.34
R002441,O024690,P0023,C03889,2026-12-26,Changed Mind,1,26552.84
R002442,O024690,P0287,C03889,2026-12-28,Not as Expected,1,757.28
R002443,O024691,P0261,C01268,2026-02-08,Late Delivery,1,316.81
R002444,O024737,P0339,C06602,2026-03-30,Late Delivery,1,1277.34
R002445,O024747,P0446,C06858,2025-04-15,Damaged During Delivery,1,3744.15
R002446,O024758,P0412,C01984,2025-06-27,Size Issue,1,6444.89
R002447,O024777,P0353,C04368,2025-11-22,Product Defect,2,4644.53
R002448,O024777,P0064,C04368,2025-11-16,Not as Expected,2,25022.67
R002449,O024777,P0446,C04368,2025-11-25,Product Defect,1,3965.02
R002450,O024788,P0317,C09825,2025-07-22,Size Issue,1,2220.95
R002451,O024788,P0269,C09825,2025-07-11,Size Issue,1,1457.11
R002452,O024795,P0249,C00643,2026-04-19,Changed Mind,1,3389.42
R002453,O024829,P0377,C01671,2026-09-23,Late Delivery,1,4026.37
R002454,O024831,P0434,C07798,2026-02-25,Damaged During Delivery,1,1701.9
R002455,O024864,P0250,C08354,2026-10-13,Product Defect,1,5677.55
R002456,O024864,P0367,C08354,2026-10-13,Product Defect,1,1139.5
R002457,O024877,P0296,C06541,2025-11-29,Product Defect,1,6428.43
R002458,O024877,P0287,C06541,2025-12-03,Size Issue,2,1518.48
R002459,O024893,P0061,C04203,2025-02-06,Changed Mind,1,3373.76
R002460,O024905,P0152,C06175,2025-04-04,Not as Expected,2,5078.59
R002461,O024969,P0308,C06271,2025-02-24,Size Issue,2,4841.72
R002462,O024976,P0321,C00402,2025-06-01,Product Defect,1,2168.43
R002463,O024976,P0349,C00402,2025-05-29,Late Delivery,1,4004.15
R002464,O024976,P0149,C00402,2025-05-24,Size Issue,1,10058.52
R002465,O024990,P0373,C01018,2025-09-05,Size Issue,2,3366.73
R002466,O024992,P0423,C08180,2026-10-20,Size Issue,1,1939.54
R002467,O025007,P0347,C08179,2025-01-14,Changed Mind,1,1237.36
R002468,O025007,P0224,C08179,2025-01-09,Product Defect,1,1866.32
R002469,O025013,P0404,C02735,2026-03-11,Damaged During Delivery,3,20549.48
R002470,O025026,P0172,C04557,2025-12-12,Late Delivery,1,11571.78
R002471,O025050,P0293,C09212,2025-07-07,Size Issue,1,3261.65
R002472,O025050,P0057,C09212,2025-06-26,Damaged During Delivery,1,7934.7
R002473,O025077,P0321,C01043,2027-01-03,Late Delivery,1,2429.09
R002474,O025077,P0070,C01043,2026-12-31,Changed Mind,1,2853.42
R002475,O025098,P0255,C09685,2025-04-24,Not as Expected,2,11499.52
R002476,O025098,P0351,C09685,2025-04-26,Late Delivery,1,2121.57
R002477,O025105,P0371,C09087,2025-04-10,Not as Expected,1,2395.03
R002478,O025118,P0414,C04853,2026-09-29,Not as Expected,1,4344.13
R002479,O025120,P0465,C09106,2026-03-18,Late Delivery,1,4596.71
R002480,O025126,P0363,C01861,2025-02-26,Size Issue,1,3191.27
R002481,O025150,P0044,C01909,2025-10-18,Wrong Product,1,6327.35
R002482,O025150,P0450,C01909,2025-11-03,Damaged During Delivery,2,21833.68
R002483,O025155,P0216,C05759,2026-08-26,Not as Expected,2,4241.36
R002484,O025157,P0139,C06408,2025-03-25,Changed Mind,1,6272.32
R002485,O025157,P0085,C06408,2025-04-04,Late Delivery,1,1080.54
R002486,O025164,P0209,C00251,2026-01-21,Not as Expected,1,4937.83
R002487,O025167,P0493,C07129,2026-10-08,Not as Expected,1,2864.15
R002488,O025192,P0079,C09823,2026-02-15,Size Issue,1,2863.62
R002489,O025192,P0338,C09823,2026-02-10,Not as Expected,1,465.49
R002490,O025235,P0256,C09994,2025-11-15,Size Issue,1,6316.86
R002491,O025235,P0230,C09994,2025-11-14,Product Defect,1,4318.14
R002492,O025251,P0153,C07626,2026-03-29,Wrong Product,1,4886.69
R002493,O025258,P0269,C05459,2025-04-04,Late Delivery,1,1376.41
R002494,O025262,P0042,C06426,2025-10-19,Changed Mind,1,12548.04
R002495,O025262,P0206,C06426,2025-10-12,Size Issue,1,4943.25
R002496,O025273,P0260,C07167,2026-11-09,Wrong Product,1,382.92
R002497,O025287,P0020,C05079,2025-12-26,Size Issue,2,12832.93
R002498,O025288,P0249,C01598,2025-01-12,Damaged During Delivery,2,6542.33
R002499,O025292,P0239,C05798,2026-07-01,Size Issue,1,3058.0
R002500,O025297,P0039,C09473,2026-10-11,Size Issue,1,24123.69
R002501,O025299,P0233,C06386,2026-11-14,Not as Expected,1,4120.75
R002502,O025299,P0261,C06386,2026-11-23,Not as Expected,1,314.79
R002503,O025299,P0142,C06386,2026-11-24,Damaged During Delivery,1,2439.51
R002504,O025346,P0281,C08270,2026-12-23,Size Issue,1,2891.98
R002505,O025377,P0205,C07273,2025-11-15,Size Issue,1,726.93
R002506,O025395,P0120,C00599,2025-05-04,Not as Expected,1,3146.25
R002507,O025406,P0286,C08654,2026-12-16,Not as Expected,2,3076.7
R002508,O025406,P0126,C08654,2026-12-19,Not as Expected,2,23886.95
R002509,O025406,P0171,C08654,2026-12-17,Size Issue,1,3113.61
R002510,O025410,P0366,C03044,2025-01-24,Changed Mind,2,2722.29
R002511,O025410,P0242,C03044,2025-01-29,Damaged During Delivery,2,7247.51
R002512,O025411,P0465,C05216,2026-06-23,Wrong Product,1,4565.65
