inventory_id,product_id,date,opening_stock,units_received,units_sold,closing_stock,reorder_level
INV0002805,P0305,2026-06-01,616,284,138,762,62
INV0002806,P0306,2026-06-01,647,395,108,934,50
INV0002807,P0307,2026-06-01,684,117,102,699,50
INV0002808,P0308,2026-06-01,175,130,119,186,53
INV0002809,P0309,2026-06-01,261,117,134,244,60
INV0002810,P0310,2026-06-01,129,168,133,164,59
INV0002811,P0311,2026-06-01,434,76,70,440,50
INV0002812,P0312,2026-06-01,173,374,41,506,50
INV0002813,P0313,2026-06-01,332,192,116,408,52
INV0002814,P0314,2026-06-01,390,156,57,489,50
INV0002815,P0315,2026-06-01,168,229,118,279,53
INV0002816,P0316,2026-06-01,52,25,169,0,76
INV0002817,P0317,2026-06-01,100,352,177,275,79
INV0002818,P0318,2026-06-01,635,353,96,892,50
INV0002819,P0319,2026-06-01,484,195,161,518,72
INV0002820,P0320,2026-06-01,356,251,171,436,76
INV0002821,P0321,2026-06-01,282,255,137,400,61
INV0002822,P0322,2026-06-01,539,213,37,715,50
INV0002823,P0323,2026-06-01,604,276,17,863,50
INV0002824,P0324,2026-06-01,650,153,103,700,50
INV0002825,P0325,2026-06-01,156,201,172,185,77
INV0002826,P0326,2026-06-01,506,217,66,657,50
INV0002827,P0327,2026-06-01,545,252,146,651,65
INV0002828,P0328,2026-06-01,275,70,12,333,50
INV0002829,P0329,2026-06-01,234,338,105,467,50
INV0002830,P0330,2026-06-01,154,16,98,72,50
INV0002831,P0331,2026-06-01,358,33,90,301,50
INV0002832,P0332,2026-06-01,652,116,79,689,50
INV0002833,P0333,2026-06-01,312,5,45,272,50
INV0002834,P0334,2026-06-01,100,316,114,302,51
INV0002835,P0335,2026-06-01,319,113,142,290,63
INV0002836,P0336,2026-06-01,627,214,113,728,50
INV0002837,P0337,2026-06-01,53,162,48,167,50
INV0002838,P0338,2026-06-01,687,6,83,610,50
INV0002839,P0339,2026-06-01,481,181,135,527,60
INV0002840,P0340,2026-06-01,602,7,164,445,73
INV0002841,P0341,2026-06-01,235,327,46,516,50
INV0002842,P0342,2026-06-01,234,32,39,227,50
INV0002843,P0343,2026-06-01,566,133,74,625,50
INV0002844,P0344,2026-06-01,288,34,13,309,50
INV0002845,P0345,2026-06-01,623,308,118,813,53
INV0002846,P0346,2026-06-01,582,362,69,875,50
INV0002847,P0347,2026-06-01,107,267,71,303,50
INV0002848,P0348,2026-06-01,240,187,162,265,72
INV0002849,P0349,2026-06-01,613,196,168,641,75
INV0002850,P0350,2026-06-01,167,325,111,381,50
INV0002851,P0351,2026-06-01,548,24,178,394,80
INV0002852,P0352,2026-06-01,59,129,85,103,50
INV0002853,P0353,2026-06-01,636,33,175,494,78
INV0002854,P0354,2026-06-01,442,36,100,378,50
INV0002855,P0355,2026-06-01,125,382,162,345,72
INV0002856,P0356,2026-06-01,380,233,7,606,50
INV0002857,P0357,2026-06-01,163,385,47,501,50
INV0002858,P0358,2026-06-01,312,351,75,588,50
INV0002859,P0359,2026-06-01,87,226,147,166,66
INV0002860,P0360,2026-06-01,314,349,90,573,50
INV0002861,P0361,2026-06-01,562,200,22,740,50
INV0002862,P0362,2026-06-01,151,162,25,288,50
INV0002863,P0363,2026-06-01,684,202,95,791,50
INV0002864,P0364,2026-06-01,594,282,30,846,50
INV0002865,P0365,2026-06-01,312,301,83,530,50
INV0002866,P0366,2026-06-01,192,54,112,134,50
INV0002867,P0367,2026-06-01,419,349,163,605,73
INV0002868,P0368,2026-06-01,410,238,88,560,50
INV0002869,P0369,2026-06-01,340,286,17,609,50
INV0002870,P0370,2026-06-01,565,65,97,533,50
INV0002871,P0371,2026-06-01,363,55,134,284,60
INV0002872,P0372,2026-06-01,639,158,26,771,50
INV0002873,P0373,2026-06-01,337,143,137,343,61
INV0002874,P0374,2026-06-01,392,346,167,571,75
INV0002875,P0375,2026-06-01,245,308,173,380,77
INV0002876,P0376,2026-06-01,109,242,45,306,50
INV0002877,P0377,2026-06-01,694,4,43,655,50
INV0002878,P0378,2026-06-01,344,61,157,248,70
INV0002879,P0379,2026-06-01,213,216,27,402,50
INV0002880,P0380,2026-06-01,448,32,25,455,50
INV0002881,P0381,2026-06-01,308,294,39,563,50
INV0002882,P0382,2026-06-01,321,346,123,544,55
INV0002883,P0383,2026-06-01,153,317,107,363,50
INV0002884,P0384,2026-06-01,472,284,138,618,62
INV0002885,P0385,2026-06-01,316,307,43,580,50
INV0002886,P0386,2026-06-01,506,95,104,497,50
INV0002887,P0387,2026-06-01,305,337,60,582,50
INV0002888,P0388,2026-06-01,201,90,117,174,52
INV0002889,P0389,2026-06-01,337,337,27,647,50
INV0002890,P0390,2026-06-01,356,312,147,521,66
INV0002891,P0391,2026-06-01,291,125,28,388,50
INV0002892,P0392,2026-06-01,211,228,167,272,75
INV0002893,P0393,2026-06-01,238,91,179,150,80
INV0002894,P0394,2026-06-01,598,363,66,895,50
INV0002895,P0395,2026-06-01,549,391,50,890,50
INV0002896,P0396,2026-06-01,172,220,95,297,50
INV0002897,P0397,2026-06-01,260,115,61,314,50
INV0002898,P0398,2026-06-01,671,267,25,913,50
INV0002899,P0399,2026-06-01,491,231,101,621,50
INV0002900,P0400,2026-06-01,161,83,120,124,54
INV0002901,P0401,2026-06-01,627,194,109,712,50
INV0002902,P0402,2026-06-01,145,207,65,287,50
INV0002903,P0403,2026-06-01,141,176,87,230,50
INV0002904,P0404,2026-06-01,639,17,61,595,50
INV0002905,P0405,2026-06-01,526,241,162,605,72
INV0002906,P0406,2026-06-01,197,194,6,385,50
INV0002907,P0407,2026-06-01,663,379,115,927,51
INV0002908,P0408,2026-06-01,194,131,76,249,50
INV0002909,P0409,2026-06-01,453,76,109,420,50
INV0002910,P0410,2026-06-01,177,77,87,167,50
INV0002911,P0411,2026-06-01,578,330,60,848,50
INV0002912,P0412,2026-06-01,490,334,48,776,50
INV0002913,P0413,2026-06-01,168,131,174,125,78
INV0002914,P0414,2026-06-01,456,335,10,781,50
INV0002915,P0415,2026-06-01,555,76,167,464,75
INV0002916,P0416,2026-06-01,302,237,25,514,50
INV0002917,P0417,2026-06-01,634,127,134,627,60
INV0002918,P0418,2026-06-01,658,161,55,764,50
INV0002919,P0419,2026-06-01,622,317,111,828,50
INV0002920,P0420,2026-06-01,138,295,113,320,50
INV0002921,P0421,2026-06-01,391,395,129,657,58
INV0002922,P0422,2026-06-01,668,141,147,662,66
INV0002923,P0423,2026-06-01,657,49,77,629,50
INV0002924,P0424,2026-06-01,442,142,166,418,74
INV0002925,P0425,2026-06-01,354,222,134,442,60
INV0002926,P0426,2026-06-01,409,379,175,613,78
INV0002927,P0427,2026-06-01,434,32,15,451,50
INV0002928,P0428,2026-06-01,684,46,140,590,63
INV0002929,P0429,2026-06-01,490,8,125,373,56
INV0002930,P0430,2026-06-01,488,307,175,620,78
INV0002931,P0431,2026-06-01,268,180,14,434,50
INV0002932,P0432,2026-06-01,562,250,132,680,59
INV0002933,P0433,2026-06-01,307,22,111,218,50
INV0002934,P0434,2026-06-01,376,361,144,593,64
INV0002935,P0435,2026-06-01,376,373,123,626,55
INV0002936,P0436,2026-06-01,307,14,94,227,50
INV0002937,P0437,2026-06-01,113,110,20,203,50
INV0002938,P0438,2026-06-01,642,315,10,947,50
INV0002939,P0439,2026-06-01,542,111,5,648,50
INV0002940,P0440,2026-06-01,429,223,95,557,50
INV0002941,P0441,2026-06-01,189,397,11,575,50
INV0002942,P0442,2026-06-01,689,35,69,655,50
INV0002943,P0443,2026-06-01,134,399,9,524,50
INV0002944,P0444,2026-06-01,659,48,83,624,50
INV0002945,P0445,2026-06-01,178,222,73,327,50
INV0002946,P0446,2026-06-01,661,229,149,741,67
INV0002947,P0447,2026-06-01,419,64,22,461,50
INV0002948,P0448,2026-06-01,100,208,74,234,50
INV0002949,P0449,2026-06-01,383,95,88,390,50
INV0002950,P0450,2026-06-01,618,234,40,812,50
INV0002951,P0451,2026-06-01,288,189,48,429,50
INV0002952,P0452,2026-06-01,638,361,39,960,50
INV0002953,P0453,2026-06-01,377,159,46,490,50
INV0002954,P0454,2026-06-01,115,201,146,170,65
INV0002955,P0455,2026-06-01,329,202,155,376,69
INV0002956,P0456,2026-06-01,499,282,43,738,50
INV0002957,P0457,2026-06-01,525,338,153,710,68
INV0002958,P0458,2026-06-01,515,56,7,564,50
INV0002959,P0459,2026-06-01,106,91,93,104,50
INV0002960,P0460,2026-06-01,156,233,120,269,54
INV0002961,P0461,2026-06-01,263,15,77,201,50
INV0002962,P0462,2026-06-01,51,19,31,39,50
INV0002963,P0463,2026-06-01,258,306,93,471,50
INV0002964,P0464,2026-06-01,539,145,16,668,50
INV0002965,P0465,2026-06-01,334,152,157,329,70
INV0002966,P0466,2026-06-01,63,341,94,310,50
INV0002967,P0467,2026-06-01,61,43,96,8,50
INV0002968,P0468,2026-06-01,75,56,63,68,50
INV0002969,P0469,2026-06-01,579,16,140,455,63
INV0002970,P0470,2026-06-01,611,140,109,642,50
INV0002971,P0471,2026-06-01,369,69,123,315,55
INV0002972,P0472,2026-06-01,372,304,50,626,50
INV0002973,P0473,2026-06-01,530,219,19,730,50
INV0002974,P0474,2026-06-01,61,42,62,41,50
INV0002975,P0475,2026-06-01,510,158,88,580,50
INV0002976,P0476,2026-06-01,624,233,138,719,62
INV0002977,P0477,2026-06-01,524,365,113,776,50
INV0002978,P0478,2026-06-01,488,52,59,481,50
INV0002979,P0479,2026-06-01,691,110,139,662,62
INV0002980,P0480,2026-06-01,508,374,79,803,50
INV0002981,P0481,2026-06-01,373,204,28,549,50
INV0002982,P0482,2026-06-01,229,257,48,438,50
INV0002983,P0483,2026-06-01,86,343,25,404,50
INV0002984,P0484,2026-06-01,446,92,35,503,50
INV0002985,P0485,2026-06-01,594,370,9,955,50
INV0002986,P0486,2026-06-01,660,113,61,712,50
INV0002987,P0487,2026-06-01,356,115,64,407,50
INV0002988,P0488,2026-06-01,670,122,38,754,50
INV0002989,P0489,2026-06-01,480,267,78,669,50
INV0002990,P0490,2026-06-01,209,131,47,293,50
INV0002991,P0491,2026-06-01,299,170,176,293,79
INV0002992,P0492,2026-06-01,214,3,76,141,50
INV0002993,P0493,2026-06-01,338,84,136,286,61
INV0002994,P0494,2026-06-01,587,61,73,575,50
INV0002995,P0495,2026-06-01,541,217,117,641,52
INV0002996,P0496,2026-06-01,516,74,133,457,59
INV0002997,P0497,2026-06-01,379,298,69,608,50
INV0002998,P0498,2026-06-01,518,39,86,471,50
INV0002999,P0499,2026-06-01,230,137,124,243,55
INV0003000,P0500,2026-06-01,88,376,63,401,50
INV0003001,P0001,2026-07-01,426,286,43,669,50
INV0003002,P0002,2026-07-01,460,290,142,608,63
INV0003003,P0003,2026-07-01,556,147,111,592,50
INV0003004,P0004,2026-07-01,165,322,98,389,50
INV0003005,P0005,2026-07-01,272,66,170,168,76
INV0003006,P0006,2026-07-01,559,223,177,605,79
INV0003007,P0007,2026-07-01,518,343,85,776,50
INV0003008,P0008,2026-07-01,102,325,8,419,50
INV0003009,P0009,2026-07-01,125,393,29,489,50
INV0003010,P0010,2026-07-01,218,272,155,335,69
INV0003011,P0011,2026-07-01,667,9,159,517,71
INV0003012,P0012,2026-07-01,674,78,77,675,50
INV0003013,P0013,2026-07-01,274,243,149,368,67
INV0003014,P0014,2026-07-01,306,351,77,580,50
INV0003015,P0015,2026-07-01,372,181,115,438,51
INV0003016,P0016,2026-07-01,550,272,77,745,50
INV0003017,P0017,2026-07-01,405,271,98,578,50
INV0003018,P0018,2026-07-01,348,233,140,441,63
INV0003019,P0019,2026-07-01,380,361,57,684,50
INV0003020,P0020,2026-07-01,639,268,80,827,50
INV0003021,P0021,2026-07-01,381,395,41,735,50
INV0003022,P0022,2026-07-01,527,317,44,800,50
INV0003023,P0023,2026-07-01,453,329,94,688,50
INV0003024,P0024,2026-07-01,442,158,121,479,54
INV0003025,P0025,2026-07-01,417,188,121,484,54
INV0003026,P0026,2026-07-01,120,140,59,201,50
INV0003027,P0027,2026-07-01,520,169,105,584,50
INV0003028,P0028,2026-07-01,691,393,68,1016,50
INV0003029,P0029,2026-07-01,516,296,158,654,71
INV0003030,P0030,2026-07-01,151,348,80,419,50
INV0003031,P0031,2026-07-01,166,172,24,314,50
INV0003032,P0032,2026-07-01,498,115,110,503,50
INV0003033,P0033,2026-07-01,357,32,103,286,50
INV0003034,P0034,2026-07-01,417,190,18,589,50
INV0003035,P0035,2026-07-01,70,392,30,432,50
INV0003036,P0036,2026-07-01,293,195,50,438,50
INV0003037,P0037,2026-07-01,276,11,140,147,63
INV0003038,P0038,2026-07-01,177,61,122,116,54
INV0003039,P0039,2026-07-01,632,65,80,617,50
INV0003040,P0040,2026-07-01,257,346,156,447,70
INV0003041,P0041,2026-07-01,433,75,65,443,50
INV0003042,P0042,2026-07-01,505,58,123,440,55
INV0003043,P0043,2026-07-01,460,158,33,585,50
INV0003044,P0044,2026-07-01,677,159,110,726,50
INV0003045,P0045,2026-07-01,657,267,112,812,50
INV0003046,P0046,2026-07-01,307,305,51,561,50
INV0003047,P0047,2026-07-01,136,218,176,178,79
INV0003048,P0048,2026-07-01,218,219,44,393,50
INV0003049,P0049,2026-07-01,641,300,25,916,50
INV0003050,P0050,2026-07-01,352,230,71,511,50
INV0003051,P0051,2026-07-01,128,203,34,297,50
INV0003052,P0052,2026-07-01,642,46,38,650,50
INV0003053,P0053,2026-07-01,402,45,145,302,65
INV0003054,P0054,2026-07-01,92,314,57,349,50
INV0003055,P0055,2026-07-01,205,61,165,101,74
INV0003056,P0056,2026-07-01,77,111,96,92,50
INV0003057,P0057,2026-07-01,498,113,114,497,51
INV0003058,P0058,2026-07-01,302,157,55,404,50
INV0003059,P0059,2026-07-01,498,241,154,585,69
INV0003060,P0060,2026-07-01,129,324,82,371,50
INV0003061,P0061,2026-07-01,627,168,58,737,50
INV0003062,P0062,2026-07-01,492,174,50,616,50
INV0003063,P0063,2026-07-01,626,107,115,618,51
INV0003064,P0064,2026-07-01,674,255,67,862,50
INV0003065,P0065,2026-07-01,286,398,11,673,50
INV0003066,P0066,2026-07-01,452,370,68,754,50
INV0003067,P0067,2026-07-01,357,222,60,519,50
INV0003068,P0068,2026-07-01,91,246,117,220,52
INV0003069,P0069,2026-07-01,512,79,131,460,58
INV0003070,P0070,2026-07-01,123,327,152,298,68
INV0003071,P0071,2026-07-01,123,76,13,186,50
INV0003072,P0072,2026-07-01,401,176,114,463,51
INV0003073,P0073,2026-07-01,268,182,65,385,50
INV0003074,P0074,2026-07-01,679,306,169,816,76
INV0003075,P0075,2026-07-01,527,113,159,481,71
INV0003076,P0076,2026-07-01,411,389,143,657,64
INV0003077,P0077,2026-07-01,498,378,176,700,79
INV0003078,P0078,2026-07-01,605,301,55,851,50
INV0003079,P0079,2026-07-01,264,282,8,538,50
INV0003080,P0080,2026-07-01,437,80,138,379,62
INV0003081,P0081,2026-07-01,327,22,167,182,75
INV0003082,P0082,2026-07-01,500,361,99,762,50
INV0003083,P0083,2026-07-01,608,29,74,563,50
INV0003084,P0084,2026-07-01,311,102,32,381,50
INV0003085,P0085,2026-07-01,442,285,169,558,76
INV0003086,P0086,2026-07-01,297,353,106,544,50
INV0003087,P0087,2026-07-01,529,391,159,761,71
INV0003088,P0088,2026-07-01,393,335,129,599,58
INV0003089,P0089,2026-07-01,216,17,107,126,50
INV0003090,P0090,2026-07-01,532,385,164,753,73
INV0003091,P0091,2026-07-01,476,181,120,537,54
INV0003092,P0092,2026-07-01,614,331,111,834,50
INV0003093,P0093,2026-07-01,690,18,163,545,73
INV0003094,P0094,2026-07-01,582,21,159,444,71
INV0003095,P0095,2026-07-01,227,167,150,244,67
INV0003096,P0096,2026-07-01,517,354,123,748,55
INV0003097,P0097,2026-07-01,673,344,21,996,50
INV0003098,P0098,2026-07-01,438,104,122,420,54
INV0003099,P0099,2026-07-01,350,146,104,392,50
INV0003100,P0100,2026-07-01,431,87,159,359,71
INV0003101,P0101,2026-07-01,191,300,150,341,67
INV0003102,P0102,2026-07-01,155,24,45,134,50
INV0003103,P0103,2026-07-01,360,342,64,638,50
INV0003104,P0104,2026-07-01,598,76,14,660,50
INV0003105,P0105,2026-07-01,204,259,32,431,50
INV0003106,P0106,2026-07-01,642,17,122,537,54
INV0003107,P0107,2026-07-01,223,24,87,160,50
INV0003108,P0108,2026-07-01,145,173,111,207,50
INV0003109,P0109,2026-07-01,575,262,146,691,65
INV0003110,P0110,2026-07-01,287,358,54,591,50
INV0003111,P0111,2026-07-01,87,0,121,0,54
INV0003112,P0112,2026-07-01,74,130,116,88,52
INV0003113,P0113,2026-07-01,192,3,154,41,69
INV0003114,P0114,2026-07-01,474,124,112,486,50
INV0003115,P0115,2026-07-01,154,286,119,321,53
INV0003116,P0116,2026-07-01,675,309,28,956,50
INV0003117,P0117,2026-07-01,406,92,85,413,50
INV0003118,P0118,2026-07-01,434,50,98,386,50
INV0003119,P0119,2026-07-01,330,297,160,467,72
INV0003120,P0120,2026-07-01,669,168,135,702,60
INV0003121,P0121,2026-07-01,60,239,118,181,53
INV0003122,P0122,2026-07-01,184,314,31,467,50
INV0003123,P0123,2026-07-01,575,42,25,592,50
INV0003124,P0124,2026-07-01,344,2,143,203,64
INV0003125,P0125,2026-07-01,62,26,45,43,50
INV0003126,P0126,2026-07-01,478,163,133,508,59
INV0003127,P0127,2026-07-01,116,25,110,31,50
INV0003128,P0128,2026-07-01,480,179,19,640,50
INV0003129,P0129,2026-07-01,242,249,146,345,65
INV0003130,P0130,2026-07-01,592,242,16,818,50
INV0003131,P0131,2026-07-01,244,55,15,284,50
INV0003132,P0132,2026-07-01,164,18,122,60,54
INV0003133,P0133,2026-07-01,227,164,11,380,50
INV0003134,P0134,2026-07-01,442,40,62,420,50
INV0003135,P0135,2026-07-01,404,268,179,493,80
INV0003136,P0136,2026-07-01,95,381,20,456,50
INV0003137,P0137,2026-07-01,595,269,37,827,50
INV0003138,P0138,2026-07-01,268,342,156,454,70
INV0003139,P0139,2026-07-01,220,184,64,340,50
INV0003140,P0140,2026-07-01,387,186,139,434,62
INV0003141,P0141,2026-07-01,440,124,124,440,55
INV0003142,P0142,2026-07-01,132,133,15,250,50
INV0003143,P0143,2026-07-01,516,396,62,850,50
INV0003144,P0144,2026-07-01,251,216,49,418,50
INV0003145,P0145,2026-07-01,358,376,133,601,59
INV0003146,P0146,2026-07-01,361,361,115,607,51
INV0003147,P0147,2026-07-01,550,308,36,822,50
INV0003148,P0148,2026-07-01,322,181,73,430,50
INV0003149,P0149,2026-07-01,584,336,118,802,53
INV0003150,P0150,2026-07-01,373,211,106,478,50
INV0003151,P0151,2026-07-01,503,398,171,730,76
INV0003152,P0152,2026-07-01,345,300,154,491,69
INV0003153,P0153,2026-07-01,270,310,118,462,53
INV0003154,P0154,2026-07-01,118,182,92,208,50
INV0003155,P0155,2026-07-01,488,353,59,782,50
INV0003156,P0156,2026-07-01,556,286,41,801,50
INV0003157,P0157,2026-07-01,372,73,53,392,50
INV0003158,P0158,2026-07-01,463,291,107,647,50
INV0003159,P0159,2026-07-01,220,369,137,452,61
INV0003160,P0160,2026-07-01,413,57,155,315,69
INV0003161,P0161,2026-07-01,615,384,94,905,50
INV0003162,P0162,2026-07-01,493,44,115,422,51
INV0003163,P0163,2026-07-01,301,191,39,453,50
INV0003164,P0164,2026-07-01,487,94,81,500,50
INV0003165,P0165,2026-07-01,218,325,106,437,50
INV0003166,P0166,2026-07-01,599,257,16,840,50
INV0003167,P0167,2026-07-01,465,236,61,640,50
INV0003168,P0168,2026-07-01,374,17,78,313,50
INV0003169,P0169,2026-07-01,63,362,25,400,50
INV0003170,P0170,2026-07-01,699,373,115,957,51
INV0003171,P0171,2026-07-01,126,183,85,224,50
INV0003172,P0172,2026-07-01,519,280,74,725,50
INV0003173,P0173,2026-07-01,613,189,63,739,50
INV0003174,P0174,2026-07-01,509,366,165,710,74
INV0003175,P0175,2026-07-01,214,363,179,398,80
INV0003176,P0176,2026-07-01,493,251,120,624,54
INV0003177,P0177,2026-07-01,410,32,54,388,50
INV0003178,P0178,2026-07-01,679,279,134,824,60
INV0003179,P0179,2026-07-01,647,234,10,871,50
INV0003180,P0180,2026-07-01,266,213,115,364,51
INV0003181,P0181,2026-07-01,317,286,173,430,77
INV0003182,P0182,2026-07-01,515,266,15,766,50
INV0003183,P0183,2026-07-01,412,69,34,447,50
INV0003184,P0184,2026-07-01,553,249,64,738,50
INV0003185,P0185,2026-07-01,236,68,41,263,50
INV0003186,P0186,2026-07-01,662,349,98,913,50
INV0003187,P0187,2026-07-01,497,7,56,448,50
INV0003188,P0188,2026-07-01,463,296,166,593,74
INV0003189,P0189,2026-07-01,441,49,124,366,55
INV0003190,P0190,2026-07-01,638,292,38,892,50
INV0003191,P0191,2026-07-01,197,332,39,490,50
INV0003192,P0192,2026-07-01,163,318,95,386,50
INV0003193,P0193,2026-07-01,616,6,159,463,71
INV0003194,P0194,2026-07-01,151,339,23,467,50
INV0003195,P0195,2026-07-01,320,237,115,442,51
INV0003196,P0196,2026-07-01,140,68,130,78,58
INV0003197,P0197,2026-07-01,442,389,77,754,50
INV0003198,P0198,2026-07-01,461,284,151,594,67
INV0003199,P0199,2026-07-01,262,174,174,262,78
INV0003200,P0200,2026-07-01,649,37,143,543,64
INV0003201,P0201,2026-07-01,309,352,66,595,50
INV0003202,P0202,2026-07-01,443,311,136,618,61
INV0003203,P0203,2026-07-01,355,66,77,344,50
INV0003204,P0204,2026-07-01,380,295,74,601,50
INV0003205,P0205,2026-07-01,555,249,166,638,74
INV0003206,P0206,2026-07-01,465,256,35,686,50
INV0003207,P0207,2026-07-01,105,22,111,16,50
INV0003208,P0208,2026-07-01,194,387,25,556,50
INV0003209,P0209,2026-07-01,442,63,48,457,50
INV0003210,P0210,2026-07-01,392,222,155,459,69
INV0003211,P0211,2026-07-01,242,95,94,243,50
INV0003212,P0212,2026-07-01,664,38,92,610,50
INV0003213,P0213,2026-07-01,312,358,57,613,50
INV0003214,P0214,2026-07-01,456,291,99,648,50
INV0003215,P0215,2026-07-01,394,34,49,379,50
INV0003216,P0216,2026-07-01,118,42,156,4,70
INV0003217,P0217,2026-07-01,341,108,170,279,76
INV0003218,P0218,2026-07-01,543,353,69,827,50
INV0003219,P0219,2026-07-01,134,393,27,500,50
INV0003220,P0220,2026-07-01,287,380,126,541,56
INV0003221,P0221,2026-07-01,277,72,13,336,50
INV0003222,P0222,2026-07-01,88,169,34,223,50
INV0003223,P0223,2026-07-01,93,350,132,311,59
INV0003224,P0224,2026-07-01,527,44,141,430,63
INV0003225,P0225,2026-07-01,128,99,161,66,72
INV0003226,P0226,2026-07-01,250,389,49,590,50
INV0003227,P0227,2026-07-01,407,331,35,703,50
INV0003228,P0228,2026-07-01,299,256,55,500,50
INV0003229,P0229,2026-07-01,137,2,143,0,64
INV0003230,P0230,2026-07-01,625,233,100,758,50
INV0003231,P0231,2026-07-01,191,50,108,133,50
INV0003232,P0232,2026-07-01,234,296,80,450,50
INV0003233,P0233,2026-07-01,410,284,111,583,50
INV0003234,P0234,2026-07-01,416,174,108,482,50
INV0003235,P0235,2026-07-01,277,18,88,207,50
INV0003236,P0236,2026-07-01,180,191,166,205,74
INV0003237,P0237,2026-07-01,96,193,28,261,50
INV0003238,P0238,2026-07-01,418,189,120,487,54
INV0003239,P0239,2026-07-01,397,47,75,369,50
INV0003240,P0240,2026-07-01,100,285,67,318,50
INV0003241,P0241,2026-07-01,659,216,101,774,50
INV0003242,P0242,2026-07-01,254,320,119,455,53
INV0003243,P0243,2026-07-01,157,122,116,163,52
INV0003244,P0244,2026-07-01,565,161,101,625,50
INV0003245,P0245,2026-07-01,594,215,174,635,78
INV0003246,P0246,2026-07-01,217,19,8,228,50
INV0003247,P0247,2026-07-01,205,15,93,127,50
INV0003248,P0248,2026-07-01,544,120,152,512,68
INV0003249,P0249,2026-07-01,490,153,65,578,50
INV0003250,P0250,2026-07-01,273,302,100,475,50
INV0003251,P0251,2026-07-01,426,24,123,327,55
INV0003252,P0252,2026-07-01,163,219,37,345,50
INV0003253,P0253,2026-07-01,64,302,53,313,50
INV0003254,P0254,2026-07-01,138,105,164,79,73
INV0003255,P0255,2026-07-01,81,37,135,0,60
INV0003256,P0256,2026-07-01,401,269,51,619,50
INV0003257,P0257,2026-07-01,184,302,7,479,50
INV0003258,P0258,2026-07-01,468,161,108,521,50
INV0003259,P0259,2026-07-01,178,33,110,101,50
INV0003260,P0260,2026-07-01,648,84,179,553,80
INV0003261,P0261,2026-07-01,545,74,155,464,69
INV0003262,P0262,2026-07-01,505,172,133,544,59
INV0003263,P0263,2026-07-01,238,32,12,258,50
INV0003264,P0264,2026-07-01,89,335,47,377,50
INV0003265,P0265,2026-07-01,241,170,138,273,62
INV0003266,P0266,2026-07-01,233,313,92,454,50
INV0003267,P0267,2026-07-01,274,196,129,341,58
INV0003268,P0268,2026-07-01,649,288,42,895,50
INV0003269,P0269,2026-07-01,413,118,144,387,64
INV0003270,P0270,2026-07-01,206,325,92,439,50
INV0003271,P0271,2026-07-01,315,236,78,473,50
INV0003272,P0272,2026-07-01,437,207,150,494,67
INV0003273,P0273,2026-07-01,357,236,27,566,50
INV0003274,P0274,2026-07-01,470,94,148,416,66
INV0003275,P0275,2026-07-01,226,107,138,195,62
INV0003276,P0276,2026-07-01,312,75,138,249,62
INV0003277,P0277,2026-07-01,332,109,95,346,50
INV0003278,P0278,2026-07-01,166,310,135,341,60
INV0003279,P0279,2026-07-01,385,266,33,618,50
INV0003280,P0280,2026-07-01,207,296,83,420,50
INV0003281,P0281,2026-07-01,512,95,96,511,50
INV0003282,P0282,2026-07-01,203,270,172,301,77
INV0003283,P0283,2026-07-01,548,248,173,623,77
INV0003284,P0284,2026-07-01,142,109,65,186,50
INV0003285,P0285,2026-07-01,228,258,109,377,50
INV0003286,P0286,2026-07-01,544,143,89,598,50
INV0003287,P0287,2026-07-01,216,187,109,294,50
INV0003288,P0288,2026-07-01,496,254,143,607,64
INV0003289,P0289,2026-07-01,415,313,132,596,59
INV0003290,P0290,2026-07-01,328,121,33,416,50
INV0003291,P0291,2026-07-01,468,333,20,781,50
INV0003292,P0292,2026-07-01,168,224,54,338,50
INV0003293,P0293,2026-07-01,270,329,129,470,58
INV0003294,P0294,2026-07-01,689,333,46,976,50
INV0003295,P0295,2026-07-01,628,318,134,812,60
INV0003296,P0296,2026-07-01,525,232,139,618,62
INV0003297,P0297,2026-07-01,224,280,87,417,50
INV0003298,P0298,2026-07-01,137,226,173,190,77
INV0003299,P0299,2026-07-01,339,166,7,498,50
INV0003300,P0300,2026-07-01,407,48,86,369,50
INV0003301,P0301,2026-07-01,517,130,141,506,63
INV0003302,P0302,2026-07-01,614,193,63,744,50
INV0003303,P0303,2026-07-01,599,236,107,728,50
INV0003304,P0304,2026-07-01,314,130,13,431,50
INV0003305,P0305,2026-07-01,119,46,126,39,56
INV0003306,P0306,2026-07-01,83,124,108,99,50
INV0003307,P0307,2026-07-01,89,22,75,36,50
INV0003308,P0308,2026-07-01,603,23,164,462,73
INV0003309,P0309,2026-07-01,321,137,20,438,50
INV0003310,P0310,2026-07-01,344,290,173,461,77
INV0003311,P0311,2026-07-01,124,58,174,8,78
INV0003312,P0312,2026-07-01,216,102,137,181,61
INV0003313,P0313,2026-07-01,641,49,10,680,50
INV0003314,P0314,2026-07-01,181,297,129,349,58
INV0003315,P0315,2026-07-01,378,38,151,265,67
INV0003316,P0316,2026-07-01,311,41,137,215,61
INV0003317,P0317,2026-07-01,527,155,98,584,50
INV0003318,P0318,2026-07-01,587,97,76,608,50
INV0003319,P0319,2026-07-01,55,241,26,270,50
INV0003320,P0320,2026-07-01,242,306,77,471,50
INV0003321,P0321,2026-07-01,125,147,88,184,50
