customer_id,customer_name,gender,age,city,state,customer_segment,acquisition_channel,registration_date
C05662,Customer 5662,Female,61,Warangal,Telangana,One-Time,Meta Ads,2024-12-29
C05663,Customer 5663,Female,21,Delhi,Delhi,Loyal,Marketplace,2024-10-09
C05664,Customer 5664,Female,20,Pune,Maharashtra,New,Organic Search,2025-12-31
C05665,Customer 5665,Male,51,Mumbai,Maharashtra,Dormant,Instagram,2024-06-24
C05666,Customer 5666,Female,32,Jaipur,Rajasthan,At-Risk,Organic Search,2026-03-15
C05667,Customer 5667,Male,62,Bengaluru,Karnataka,Dormant,Meta Ads,2024-02-19
C05668,Customer 5668,Male,60,Kochi,Kerala,Dormant,Google Ads,2024-09-07
C05669,Customer 5669,Female,44,Howrah,West Bengal,One-Time,Google Ads,2025-02-11
C05670,Customer 5670,Male,43,Lucknow,Uttar Pradesh,One-Time,Organic Search,2025-03-29
C05671,Customer 5671,Female,26,Surat,Gujarat,VIP,Marketplace,2026-03-07
C05672,Customer 5672,Male,26,Lucknow,Uttar Pradesh,New,Meta Ads,2025-06-30
C05673,Customer 5673,Male,18,Coimbatore,Tamil Nadu,Dormant,Affiliate,2025-04-21
C05674,Customer 5674,Female,26,Vadodara,Gujarat,New,Google Ads,2024-05-28
C05675,Customer 5675,Female,39,Delhi,Delhi,Loyal,Meta Ads,2024-02-08
C05676,Customer 5676,Male,54,Kochi,Kerala,Loyal,Organic Search,2025-12-14
C05677,Customer 5677,Female,21,Nagpur,Maharashtra,Dormant,Affiliate,2025-06-01
C05678,Customer 5678,Male,25,Surat,Gujarat,Loyal,Marketplace,2025-02-27
C05679,Customer 5679,Female,36,Jaipur,Rajasthan,Loyal,Organic Search,2025-03-29
C05680,Customer 5680,Female,41,Madurai,Tamil Nadu,One-Time,Email,2026-03-16
C05681,Customer 5681,Female,38,Kanpur,Uttar Pradesh,Loyal,Google Ads,2025-02-15
C05682,Customer 5682,Female,26,Coimbatore,Tamil Nadu,VIP,Meta Ads,2025-05-08
C05683,Customer 5683,Male,54,Mumbai,Maharashtra,Loyal,Marketplace,2025-04-08
C05684,Customer 5684,Female,27,Surat,Gujarat,At-Risk,Organic Search,2026-01-19
C05685,Customer 5685,Male,23,Coimbatore,Tamil Nadu,New,Meta Ads,2024-07-20
C05686,Customer 5686,Female,37,Nizamabad,Telangana,One-Time,Meta Ads,2024-02-14
C05687,Customer 5687,Female,65,Nizamabad,Telangana,Dormant,Google Ads,2026-05-12
C05688,Customer 5688,Female,23,Mumbai,Maharashtra,One-Time,Organic Search,2025-01-29
C05689,Customer 5689,Male,24,Noida,Uttar Pradesh,Loyal,Instagram,2025-06-03
C05690,Customer 5690,Male,49,Kochi,Kerala,Loyal,Marketplace,2025-01-12
C05691,Customer 5691,Female,47,Surat,Gujarat,Dormant,Instagram,2024-09-22
C05692,Customer 5692,Other,25,Warangal,Telangana,New,Affiliate,2024-06-23
C05693,Customer 5693,Female,49,Surat,Gujarat,One-Time,Google Ads,2025-09-01
C05694,Customer 5694,Male,54,Noida,Uttar Pradesh,At-Risk,Google Ads,2025-05-20
C05695,Customer 5695,Female,48,Jodhpur,Rajasthan,Loyal,Meta Ads,2025-07-16
C05696,Customer 5696,Male,43,Mangaluru,Karnataka,Loyal,Meta Ads,2025-11-06
C05697,Customer 5697,Female,40,Pune,Maharashtra,One-Time,Marketplace,2024-09-26
C05698,Customer 5698,Male,34,Kochi,Kerala,One-Time,Affiliate,2025-03-19
C05699,Customer 5699,Male,21,Kanpur,Uttar Pradesh,Dormant,Meta Ads,2025-06-24
C05700,Customer 5700,Male,47,Warangal,Telangana,Loyal,Email,2026-01-18
C05701,Customer 5701,Female,55,Kanpur,Uttar Pradesh,Dormant,Email,2024-03-28
C05702,Customer 5702,Male,37,Nizamabad,Telangana,Dormant,Organic Search,2024-09-20
C05703,Customer 5703,Female,53,Hyderabad,Telangana,Loyal,Google Ads,2024-06-26
C05704,Customer 5704,Female,21,Udaipur,Rajasthan,Loyal,Meta Ads,2024-09-25
C05705,Customer 5705,Male,22,Vadodara,Gujarat,Loyal,Google Ads,2026-04-21
C05706,Customer 5706,Male,32,Chennai,Tamil Nadu,At-Risk,Marketplace,2024-05-30
C05707,Customer 5707,Female,34,Kochi,Kerala,Loyal,Instagram,2025-11-06
C05708,Customer 5708,Male,43,Lucknow,Uttar Pradesh,New,Organic Search,2025-12-06
C05709,Customer 5709,Male,19,Nizamabad,Telangana,Dormant,Marketplace,2025-11-01
C05710,Customer 5710,Male,23,Vadodara,Gujarat,Loyal,Meta Ads,2024-05-13
C05711,Customer 5711,Male,52,Lucknow,Uttar Pradesh,At-Risk,Google Ads,2024-03-15
C05712,Customer 5712,Female,53,Surat,Gujarat,One-Time,Meta Ads,2024-05-14
C05713,Customer 5713,Female,54,Kochi,Kerala,Loyal,Organic Search,2026-01-22
C05714,Customer 5714,Female,35,Kolkata,West Bengal,VIP,Email,2024-01-07
C05715,Customer 5715,Male,50,Hyderabad,Telangana,At-Risk,Google Ads,2025-10-10
C05716,Customer 5716,Female,27,Mumbai,Maharashtra,New,Google Ads,2024-12-15
C05717,Customer 5717,Male,59,Kanpur,Uttar Pradesh,One-Time,Organic Search,2026-05-03
C05718,Customer 5718,Male,18,Kozhikode,Kerala,At-Risk,Organic Search,2025-01-28
C05719,Customer 5719,Female,47,Hyderabad,Telangana,Dormant,Google Ads,2025-02-18
C05720,Customer 5720,Male,22,Warangal,Telangana,New,Affiliate,2025-02-10
C05721,Customer 5721,Male,57,Lucknow,Uttar Pradesh,One-Time,Meta Ads,2025-12-27
C05722,Customer 5722,Male,29,Warangal,Telangana,Loyal,Google Ads,2025-11-20
C05723,Customer 5723,Female,19,Nizamabad,Telangana,New,Meta Ads,2026-05-12
C05724,Customer 5724,Female,35,Kanpur,Uttar Pradesh,New,Organic Search,2025-01-08
C05725,Customer 5725,Male,61,Kanpur,Uttar Pradesh,Loyal,Organic Search,2026-01-26
C05726,Customer 5726,Male,25,Lucknow,Uttar Pradesh,Loyal,Email,2024-01-04
C05727,Customer 5727,Male,31,Kolkata,West Bengal,One-Time,Meta Ads,2025-07-11
C05728,Customer 5728,Male,44,Bengaluru,Karnataka,One-Time,Instagram,2025-07-02
C05729,Customer 5729,Female,59,Kochi,Kerala,Dormant,Instagram,2024-02-15
C05730,Customer 5730,Male,27,Mysuru,Karnataka,Loyal,Instagram,2024-06-03
C05731,Customer 5731,Female,35,Mysuru,Karnataka,At-Risk,Email,2026-05-27
C05732,Customer 5732,Female,63,Kanpur,Uttar Pradesh,One-Time,Instagram,2024-01-23
C05733,Customer 5733,Female,51,Kolkata,West Bengal,At-Risk,Google Ads,2025-03-31
C05734,Customer 5734,Male,45,Kochi,Kerala,At-Risk,Meta Ads,2025-11-30
C05735,Customer 5735,Male,35,Nagpur,Maharashtra,One-Time,Google Ads,2026-06-03
C05736,Customer 5736,Male,56,Kozhikode,Kerala,Loyal,Organic Search,2024-08-09
C05737,Customer 5737,Male,63,Surat,Gujarat,VIP,Instagram,2025-07-16
C05738,Customer 5738,Male,38,Kolkata,West Bengal,Loyal,Organic Search,2025-11-10
C05739,Customer 5739,Male,63,Thiruvananthapuram,Kerala,At-Risk,Google Ads,2026-03-24
C05740,Customer 5740,Male,27,Chennai,Tamil Nadu,One-Time,Meta Ads,2025-07-31
C05741,Customer 5741,Female,58,Jodhpur,Rajasthan,Loyal,Meta Ads,2024-07-28
C05742,Customer 5742,Male,39,Howrah,West Bengal,Dormant,Google Ads,2026-03-05
C05743,Customer 5743,Male,28,Lucknow,Uttar Pradesh,New,Affiliate,2026-04-29
C05744,Customer 5744,Female,37,Kochi,Kerala,New,Google Ads,2024-11-18
C05745,Customer 5745,Female,37,Howrah,West Bengal,New,Google Ads,2025-03-22
C05746,Customer 5746,Female,47,Hyderabad,Telangana,Dormant,Instagram,2025-08-08
C05747,Customer 5747,Female,56,Nagpur,Maharashtra,New,Meta Ads,2026-01-18
C05748,Customer 5748,Male,61,Kozhikode,Kerala,New,Marketplace,2025-05-26
C05749,Customer 5749,Male,24,Thiruvananthapuram,Kerala,VIP,Marketplace,2025-11-05
C05750,Customer 5750,Male,29,Thiruvananthapuram,Kerala,VIP,Instagram,2025-12-05
C05751,Customer 5751,Male,58,Warangal,Telangana,Loyal,Meta Ads,2024-07-05
C05752,Customer 5752,Male,22,Coimbatore,Tamil Nadu,Dormant,Email,2024-10-23
C05753,Customer 5753,Male,32,Udaipur,Rajasthan,New,Email,2026-01-29
C05754,Customer 5754,Male,52,Udaipur,Rajasthan,Loyal,Email,2025-06-23
C05755,Customer 5755,Female,43,Hyderabad,Telangana,Loyal,Google Ads,2024-06-29
C05756,Customer 5756,Female,18,Ahmedabad,Gujarat,One-Time,Google Ads,2025-05-01
C05757,Customer 5757,Female,25,Pune,Maharashtra,At-Risk,Google Ads,2024-07-09
C05758,Customer 5758,Male,56,Delhi,Delhi,Loyal,Meta Ads,2024-02-09
C05759,Customer 5759,Female,34,Nagpur,Maharashtra,New,Organic Search,2025-02-17
C05760,Customer 5760,Male,52,Hyderabad,Telangana,New,Influencer,2024-01-31
C05761,Customer 5761,Male,50,Warangal,Telangana,New,Meta Ads,2026-05-08
C05762,Customer 5762,Male,57,Kochi,Kerala,At-Risk,Affiliate,2026-03-23
C05763,Customer 5763,Female,45,Jodhpur,Rajasthan,One-Time,Meta Ads,2024-07-15
C05764,Customer 5764,Male,22,Kozhikode,Kerala,Dormant,Google Ads,2025-07-30
C05765,Customer 5765,Male,24,New Delhi,Delhi,New,Organic Search,2024-12-13
C05766,Customer 5766,Male,27,Chennai,Tamil Nadu,Dormant,Meta Ads,2025-07-05
C05767,Customer 5767,Male,26,Coimbatore,Tamil Nadu,At-Risk,Marketplace,2025-04-15
C05768,Customer 5768,Female,44,Vadodara,Gujarat,New,Marketplace,2025-10-30
C05769,Customer 5769,Male,40,Coimbatore,Tamil Nadu,New,Google Ads,2025-11-12
C05770,Customer 5770,Female,33,Udaipur,Rajasthan,At-Risk,Meta Ads,2024-01-15
C05771,Customer 5771,Female,45,Lucknow,Uttar Pradesh,New,Meta Ads,2026-01-31
C05772,Customer 5772,Female,58,Kanpur,Uttar Pradesh,One-Time,Marketplace,2024-07-27
C05773,Customer 5773,Female,35,Bengaluru,Karnataka,At-Risk,Google Ads,2025-07-25
C05774,Customer 5774,Female,40,New Delhi,Delhi,Dormant,Organic Search,2025-08-08
C05775,Customer 5775,Female,60,Pune,Maharashtra,At-Risk,Meta Ads,2025-07-24
C05776,Customer 5776,Female,38,Hyderabad,Telangana,At-Risk,Organic Search,2025-10-08
C05777,Customer 5777,Female,21,Udaipur,Rajasthan,Loyal,Google Ads,2024-04-27
C05778,Customer 5778,Male,26,Vadodara,Gujarat,At-Risk,Affiliate,2025-07-20
C05779,Customer 5779,Male,30,Jodhpur,Rajasthan,One-Time,Organic Search,2024-12-03
C05780,Customer 5780,Male,44,Warangal,Telangana,At-Risk,Google Ads,2025-01-04
C05781,Customer 5781,Male,37,Kozhikode,Kerala,Loyal,Meta Ads,2024-05-12
C05782,Customer 5782,Male,34,Kozhikode,Kerala,Loyal,Email,2025-06-13
C05783,Customer 5783,Female,57,New Delhi,Delhi,Dormant,Email,2024-10-18
C05784,Customer 5784,Male,39,Kanpur,Uttar Pradesh,Loyal,Affiliate,2025-09-21
C05785,Customer 5785,Female,40,Bengaluru,Karnataka,Loyal,Instagram,2025-03-04
C05786,Customer 5786,Female,31,Jaipur,Rajasthan,Loyal,Marketplace,2024-12-31
C05787,Customer 5787,Male,40,Lucknow,Uttar Pradesh,One-Time,Meta Ads,2025-04-03
C05788,Customer 5788,Female,47,Lucknow,Uttar Pradesh,One-Time,Influencer,2025-05-22
C05789,Customer 5789,Female,62,Lucknow,Uttar Pradesh,Dormant,Marketplace,2025-09-01
C05790,Customer 5790,Male,58,Delhi,Delhi,One-Time,Organic Search,2024-03-12
C05791,Customer 5791,Male,18,Kanpur,Uttar Pradesh,Loyal,Marketplace,2025-12-22
C05792,Customer 5792,Female,18,Jodhpur,Rajasthan,Loyal,Instagram,2024-06-01
C05793,Customer 5793,Male,58,Pune,Maharashtra,At-Risk,Organic Search,2024-07-27
C05794,Customer 5794,Male,29,Mumbai,Maharashtra,VIP,Google Ads,2025-11-26
C05795,Customer 5795,Male,19,Lucknow,Uttar Pradesh,New,Meta Ads,2024-01-04
C05796,Customer 5796,Female,50,Howrah,West Bengal,One-Time,Organic Search,2024-12-08
C05797,Customer 5797,Male,64,New Delhi,Delhi,VIP,Influencer,2025-08-20
C05798,Customer 5798,Male,51,Kozhikode,Kerala,New,Marketplace,2025-12-01
C05799,Customer 5799,Male,24,Kolkata,West Bengal,Loyal,Organic Search,2026-03-14
C05800,Customer 5800,Female,32,Coimbatore,Tamil Nadu,One-Time,Influencer,2025-08-29
C05801,Customer 5801,Male,31,Chennai,Tamil Nadu,New,Affiliate,2024-07-29
C05802,Customer 5802,Female,31,Ahmedabad,Gujarat,Dormant,Affiliate,2024-11-22
C05803,Customer 5803,Male,48,Lucknow,Uttar Pradesh,Dormant,Google Ads,2024-01-21
C05804,Customer 5804,Male,53,Vadodara,Gujarat,VIP,Email,2025-11-24
C05805,Customer 5805,Male,32,New Delhi,Delhi,New,Email,2024-01-07
C05806,Customer 5806,Female,44,Udaipur,Rajasthan,Dormant,Affiliate,2024-04-23
C05807,Customer 5807,Female,41,Jodhpur,Rajasthan,Loyal,Organic Search,2026-05-25
C05808,Customer 5808,Male,36,Kanpur,Uttar Pradesh,Dormant,Affiliate,2024-05-24
C05809,Customer 5809,Male,26,Nizamabad,Telangana,New,Marketplace,2024-09-13
C05810,Customer 5810,Male,20,Jaipur,Rajasthan,New,Email,2025-01-03
C05811,Customer 5811,Female,63,New Delhi,Delhi,Loyal,Affiliate,2024-05-03
C05812,Customer 5812,Female,49,Nizamabad,Telangana,Dormant,Organic Search,2025-08-13
C05813,Customer 5813,Female,58,Kolkata,West Bengal,New,Organic Search,2024-10-06
C05814,Customer 5814,Male,32,Udaipur,Rajasthan,One-Time,Email,2024-09-24
C05815,Customer 5815,Female,28,Delhi,Delhi,Loyal,Marketplace,2025-05-31
C05816,Customer 5816,Female,45,Kanpur,Uttar Pradesh,Dormant,Affiliate,2024-10-17
C05817,Customer 5817,Female,51,Bengaluru,Karnataka,At-Risk,Organic Search,2024-07-14
C05818,Customer 5818,Male,52,Mumbai,Maharashtra,Dormant,Meta Ads,2026-02-14
C05819,Customer 5819,Male,44,Coimbatore,Tamil Nadu,Loyal,Email,2025-06-06
C05820,Customer 5820,Female,40,Chennai,Tamil Nadu,At-Risk,Influencer,2026-03-20
C05821,Customer 5821,Male,45,Jaipur,Rajasthan,Loyal,Marketplace,2024-11-18
C05822,Customer 5822,Male,30,Noida,Uttar Pradesh,New,Marketplace,2026-04-01
C05823,Customer 5823,Female,25,Jaipur,Rajasthan,VIP,Organic Search,2026-03-10
C05824,Customer 5824,Female,28,Mumbai,Maharashtra,Loyal,Organic Search,2024-01-20
C05825,Customer 5825,Female,34,Madurai,Tamil Nadu,Loyal,Google Ads,2024-04-23
C05826,Customer 5826,Male,51,Mumbai,Maharashtra,One-Time,Organic Search,2025-12-19
C05827,Customer 5827,Female,59,Howrah,West Bengal,At-Risk,Meta Ads,2024-09-23
C05828,Customer 5828,Male,60,Mangaluru,Karnataka,At-Risk,Influencer,2025-11-16
C05829,Customer 5829,Male,36,Delhi,Delhi,One-Time,Google Ads,2025-01-25
C05830,Customer 5830,Male,65,Lucknow,Uttar Pradesh,Dormant,Marketplace,2024-08-20
C05831,Customer 5831,Other,65,Kolkata,West Bengal,One-Time,Email,2024-07-15
C05832,Customer 5832,Female,56,Mangaluru,Karnataka,New,Google Ads,2024-07-22
C05833,Customer 5833,Male,21,Bengaluru,Karnataka,New,Organic Search,2025-08-20
C05834,Customer 5834,Female,46,Howrah,West Bengal,Loyal,Organic Search,2024-02-01
C05835,Customer 5835,Female,31,Surat,Gujarat,New,Affiliate,2024-06-18
C05836,Customer 5836,Male,59,Nizamabad,Telangana,VIP,Organic Search,2026-01-09
C05837,Customer 5837,Female,28,Kanpur,Uttar Pradesh,At-Risk,Email,2024-10-14
C05838,Customer 5838,Male,36,New Delhi,Delhi,Loyal,Google Ads,2025-06-30
C05839,Customer 5839,Male,30,Delhi,Delhi,At-Risk,Influencer,2024-09-26
C05840,Customer 5840,Male,60,Pune,Maharashtra,Dormant,Marketplace,2024-01-15
C05841,Customer 5841,Male,45,Madurai,Tamil Nadu,Loyal,Affiliate,2025-02-07
C05842,Customer 5842,Male,38,Mysuru,Karnataka,New,Google Ads,2024-07-21
C05843,Customer 5843,Female,57,Bengaluru,Karnataka,New,Organic Search,2025-10-24
C05844,Customer 5844,Male,46,Vadodara,Gujarat,Loyal,Meta Ads,2026-01-17
C05845,Customer 5845,Female,47,Delhi,Delhi,One-Time,Marketplace,2026-03-04
C05846,Customer 5846,Female,26,Lucknow,Uttar Pradesh,VIP,Google Ads,2025-06-25
C05847,Customer 5847,Female,36,Kochi,Kerala,Loyal,Google Ads,2024-03-13
C05848,Customer 5848,Female,41,Mumbai,Maharashtra,Loyal,Meta Ads,2026-02-09
C05849,Customer 5849,Female,38,Nizamabad,Telangana,New,Organic Search,2026-01-30
C05850,Customer 5850,Male,34,Kanpur,Uttar Pradesh,One-Time,Organic Search,2024-05-12
C05851,Customer 5851,Male,65,Thiruvananthapuram,Kerala,One-Time,Organic Search,2025-01-01
C05852,Customer 5852,Male,35,Lucknow,Uttar Pradesh,At-Risk,Meta Ads,2026-05-07
C05853,Customer 5853,Male,46,Nizamabad,Telangana,VIP,Influencer,2025-12-27
C05854,Customer 5854,Male,46,Mysuru,Karnataka,Loyal,Instagram,2024-07-05
C05855,Customer 5855,Male,28,Warangal,Telangana,Loyal,Google Ads,2025-07-18
C05856,Customer 5856,Male,60,Lucknow,Uttar Pradesh,Loyal,Affiliate,2024-09-30
C05857,Customer 5857,Female,25,Vadodara,Gujarat,New,Email,2026-02-20
C05858,Customer 5858,Female,57,New Delhi,Delhi,New,Organic Search,2026-04-13
C05859,Customer 5859,Female,46,Surat,Gujarat,New,Instagram,2025-12-05
C05860,Customer 5860,Female,34,Mysuru,Karnataka,New,Organic Search,2024-10-08
C05861,Customer 5861,Male,30,Surat,Gujarat,One-Time,Google Ads,2024-12-20
C05862,Customer 5862,Male,53,Warangal,Telangana,At-Risk,Email,2025-06-19
C05863,Customer 5863,Male,39,Kolkata,West Bengal,New,Instagram,2026-05-03
C05864,Customer 5864,Female,44,Jodhpur,Rajasthan,New,Organic Search,2024-11-05
C05865,Customer 5865,Male,35,Kolkata,West Bengal,New,Meta Ads,2025-05-14
C05866,Customer 5866,Female,34,Mysuru,Karnataka,One-Time,Meta Ads,2025-10-27
C05867,Customer 5867,Female,30,Kanpur,Uttar Pradesh,New,Meta Ads,2024-12-01
C05868,Customer 5868,Male,61,Udaipur,Rajasthan,New,Email,2024-10-07
C05869,Customer 5869,Female,60,Mumbai,Maharashtra,One-Time,Meta Ads,2024-12-17
C05870,Customer 5870,Male,25,Nagpur,Maharashtra,Dormant,Organic Search,2025-02-01
C05871,Customer 5871,Female,24,Kolkata,West Bengal,One-Time,Meta Ads,2024-03-24
C05872,Customer 5872,Male,56,Bengaluru,Karnataka,New,Instagram,2024-03-16
C05873,Customer 5873,Male,35,Pune,Maharashtra,Loyal,Email,2025-09-21
C05874,Customer 5874,Male,28,Mumbai,Maharashtra,New,Instagram,2026-04-08
C05875,Customer 5875,Male,28,Pune,Maharashtra,Loyal,Organic Search,2025-12-26
C05876,Customer 5876,Male,60,New Delhi,Delhi,One-Time,Organic Search,2026-03-26
C05877,Customer 5877,Male,30,Surat,Gujarat,At-Risk,Organic Search,2026-01-24
C05878,Customer 5878,Male,52,Nagpur,Maharashtra,Dormant,Email,2025-12-24
C05879,Customer 5879,Male,39,Udaipur,Rajasthan,VIP,Instagram,2024-02-22
C05880,Customer 5880,Female,40,Mysuru,Karnataka,New,Meta Ads,2026-02-24
C05881,Customer 5881,Male,34,Bengaluru,Karnataka,Loyal,Instagram,2025-02-06
C05882,Customer 5882,Female,21,Nagpur,Maharashtra,One-Time,Influencer,2025-06-26
C05883,Customer 5883,Female,22,Lucknow,Uttar Pradesh,At-Risk,Google Ads,2026-03-11
C05884,Customer 5884,Male,26,Thiruvananthapuram,Kerala,New,Meta Ads,2024-03-17
C05885,Customer 5885,Male,31,New Delhi,Delhi,Loyal,Organic Search,2024-08-16
C05886,Customer 5886,Male,25,Warangal,Telangana,One-Time,Organic Search,2024-03-04
C05887,Customer 5887,Other,31,Bengaluru,Karnataka,Loyal,Marketplace,2025-01-12
C05888,Customer 5888,Female,54,Nagpur,Maharashtra,One-Time,Google Ads,2025-12-08
C05889,Customer 5889,Other,18,Lucknow,Uttar Pradesh,One-Time,Influencer,2025-03-18
C05890,Customer 5890,Male,47,Warangal,Telangana,Loyal,Organic Search,2025-04-10
C05891,Customer 5891,Female,43,Thiruvananthapuram,Kerala,Loyal,Affiliate,2024-07-29
C05892,Customer 5892,Male,28,Surat,Gujarat,New,Instagram,2024-09-06
C05893,Customer 5893,Female,31,New Delhi,Delhi,New,Meta Ads,2025-05-16
C05894,Customer 5894,Male,35,Lucknow,Uttar Pradesh,At-Risk,Google Ads,2024-02-03
C05895,Customer 5895,Female,31,Nizamabad,Telangana,Loyal,Affiliate,2025-02-03
C05896,Customer 5896,Female,32,Noida,Uttar Pradesh,Loyal,Google Ads,2026-06-04
C05897,Customer 5897,Male,38,Mumbai,Maharashtra,Loyal,Meta Ads,2025-05-28
C05898,Customer 5898,Female,49,Lucknow,Uttar Pradesh,Loyal,Meta Ads,2024-03-28
C05899,Customer 5899,Female,48,New Delhi,Delhi,Loyal,Influencer,2025-01-12
C05900,Customer 5900,Female,33,Nizamabad,Telangana,New,Meta Ads,2024-11-23
C05901,Customer 5901,Male,31,Kanpur,Uttar Pradesh,Loyal,Instagram,2025-09-21
C05902,Customer 5902,Female,54,Warangal,Telangana,Loyal,Organic Search,2025-09-04
C05903,Customer 5903,Male,54,Pune,Maharashtra,New,Marketplace,2026-05-30
C05904,Customer 5904,Male,51,Lucknow,Uttar Pradesh,VIP,Affiliate,2025-07-14
C05905,Customer 5905,Male,51,Delhi,Delhi,New,Email,2024-07-31
C05906,Customer 5906,Male,29,Lucknow,Uttar Pradesh,New,Google Ads,2024-04-23
C05907,Customer 5907,Male,49,Howrah,West Bengal,At-Risk,Google Ads,2024-05-21
C05908,Customer 5908,Female,33,Howrah,West Bengal,At-Risk,Meta Ads,2025-07-12
C05909,Customer 5909,Female,43,Bengaluru,Karnataka,New,Instagram,2025-06-21
C05910,Customer 5910,Male,44,Nagpur,Maharashtra,VIP,Instagram,2024-10-29
C05911,Customer 5911,Female,56,Kozhikode,Kerala,New,Email,2025-10-25
C05912,Customer 5912,Female,61,Hyderabad,Telangana,VIP,Instagram,2024-06-02
C05913,Customer 5913,Male,38,New Delhi,Delhi,Loyal,Organic Search,2025-10-05
C05914,Customer 5914,Female,23,Bengaluru,Karnataka,At-Risk,Google Ads,2025-07-09
C05915,Customer 5915,Female,18,Mysuru,Karnataka,One-Time,Marketplace,2024-06-06
C05916,Customer 5916,Female,35,Surat,Gujarat,One-Time,Influencer,2026-03-21
C05917,Customer 5917,Female,38,Kanpur,Uttar Pradesh,At-Risk,Meta Ads,2026-02-21
C05918,Customer 5918,Other,46,Kanpur,Uttar Pradesh,New,Instagram,2025-11-07
C05919,Customer 5919,Female,35,Kanpur,Uttar Pradesh,New,Marketplace,2025-08-21
C05920,Customer 5920,Female,33,Mangaluru,Karnataka,One-Time,Marketplace,2024-05-26
C05921,Customer 5921,Female,53,New Delhi,Delhi,Loyal,Instagram,2026-05-20
C05922,Customer 5922,Male,31,Hyderabad,Telangana,New,Google Ads,2024-06-05
C05923,Customer 5923,Male,20,Udaipur,Rajasthan,Loyal,Marketplace,2025-12-27
C05924,Customer 5924,Male,38,Mysuru,Karnataka,One-Time,Organic Search,2025-02-26
C05925,Customer 5925,Male,47,Ahmedabad,Gujarat,Loyal,Organic Search,2025-08-25
C05926,Customer 5926,Male,27,Nagpur,Maharashtra,Dormant,Meta Ads,2024-01-20
C05927,Customer 5927,Female,18,Lucknow,Uttar Pradesh,Loyal,Affiliate,2024-10-12
C05928,Customer 5928,Female,46,Kanpur,Uttar Pradesh,Loyal,Email,2024-01-19
C05929,Customer 5929,Male,27,Kanpur,Uttar Pradesh,Loyal,Email,2025-10-17
C05930,Customer 5930,Male,60,Warangal,Telangana,New,Organic Search,2024-08-14
C05931,Customer 5931,Female,34,Thiruvananthapuram,Kerala,At-Risk,Instagram,2024-10-10
C05932,Customer 5932,Male,61,Mangaluru,Karnataka,At-Risk,Instagram,2024-04-06
C05933,Customer 5933,Male,22,Mangaluru,Karnataka,At-Risk,Organic Search,2024-04-28
C05934,Customer 5934,Male,40,Mysuru,Karnataka,Dormant,Organic Search,2025-05-07
C05935,Customer 5935,Male,37,Bengaluru,Karnataka,Loyal,Marketplace,2024-11-04
C05936,Customer 5936,Other,32,Ahmedabad,Gujarat,Loyal,Organic Search,2024-02-09
C05937,Customer 5937,Female,35,Pune,Maharashtra,New,Meta Ads,2026-01-25
C05938,Customer 5938,Female,36,Chennai,Tamil Nadu,Dormant,Meta Ads,2024-08-07
C05939,Customer 5939,Male,20,Howrah,West Bengal,Loyal,Email,2024-02-08
C05940,Customer 5940,Male,28,Noida,Uttar Pradesh,One-Time,Google Ads,2024-02-22
C05941,Customer 5941,Male,31,Udaipur,Rajasthan,At-Risk,Organic Search,2024-12-31
C05942,Customer 5942,Female,46,Ahmedabad,Gujarat,Loyal,Instagram,2025-04-22
C05943,Customer 5943,Female,32,Mumbai,Maharashtra,Dormant,Meta Ads,2024-04-25
C05944,Customer 5944,Other,24,Noida,Uttar Pradesh,At-Risk,Meta Ads,2024-11-13
C05945,Customer 5945,Female,51,Hyderabad,Telangana,At-Risk,Email,2024-11-08
C05946,Customer 5946,Male,33,Mangaluru,Karnataka,Loyal,Google Ads,2024-03-15
C05947,Customer 5947,Female,18,Warangal,Telangana,Loyal,Organic Search,2025-08-08
C05948,Customer 5948,Male,26,Howrah,West Bengal,VIP,Meta Ads,2024-11-14
C05949,Customer 5949,Female,44,Madurai,Tamil Nadu,New,Marketplace,2025-09-23
C05950,Customer 5950,Male,27,Kolkata,West Bengal,New,Email,2024-01-01
C05951,Customer 5951,Female,62,Mangaluru,Karnataka,Dormant,Affiliate,2024-01-31
C05952,Customer 5952,Male,50,New Delhi,Delhi,Dormant,Influencer,2026-01-12
C05953,Customer 5953,Female,32,Delhi,Delhi,Dormant,Influencer,2024-10-20
C05954,Customer 5954,Male,65,Nizamabad,Telangana,New,Influencer,2024-11-23
C05955,Customer 5955,Male,52,Madurai,Tamil Nadu,One-Time,Meta Ads,2025-01-11
C05956,Customer 5956,Female,50,Kolkata,West Bengal,Dormant,Meta Ads,2025-08-22
C05957,Customer 5957,Female,21,Ahmedabad,Gujarat,New,Organic Search,2025-10-02
C05958,Customer 5958,Male,29,Hyderabad,Telangana,Loyal,Email,2025-09-29
C05959,Customer 5959,Male,47,Kolkata,West Bengal,One-Time,Organic Search,2026-02-24
C05960,Customer 5960,Female,37,Mangaluru,Karnataka,At-Risk,Organic Search,2025-05-14
C05961,Customer 5961,Female,58,Warangal,Telangana,Loyal,Google Ads,2024-08-14
C05962,Customer 5962,Male,48,Mumbai,Maharashtra,One-Time,Google Ads,2025-06-13
C05963,Customer 5963,Male,21,New Delhi,Delhi,Loyal,Organic Search,2024-09-19
C05964,Customer 5964,Male,59,Bengaluru,Karnataka,New,Organic Search,2025-01-20
C05965,Customer 5965,Female,62,Jaipur,Rajasthan,VIP,Affiliate,2024-01-26
