order_id,customer_id,order_date,channel,payment_method,order_status,shipping_state,shipping_city,subtotal,discount_amount,shipping_fee,tax_amount,total_amount
O017817,C00356,2025-08-17,Website,Wallet,Delivered,Delhi,Delhi,5967.46,279.74,47.66,489.75,6225.13
O017818,C05018,2025-08-23,Mobile App,COD,Delivered,Delhi,Delhi,13558.99,302.2,241.32,1542.96,15041.07
O017819,C06931,2025-10-13,Website,Wallet,Delivered,Karnataka,Bengaluru,1856.74,24.38,80.48,203.68,2116.52
O017820,C04178,2026-06-24,Marketplace,UPI,Delivered,Kerala,Kochi,11889.81,444.34,217.83,1676.75,13340.05
O017821,C08566,2025-07-14,Website,Credit Card,Returned,Tamil Nadu,Madurai,11517.79,375.53,149.35,595.43,11887.04
O017822,C06103,2025-03-01,Mobile App,Net Banking,Delivered,Uttar Pradesh,Lucknow,58514.38,2538.66,172.65,3594.68,59743.05
O017823,C01362,2025-07-23,Mobile App,UPI,Delivered,Tamil Nadu,Coimbatore,6313.36,58.65,32.07,403.69,6690.47
O017824,C05396,2025-12-07,Marketplace,UPI,Delivered,Tamil Nadu,Madurai,10403.4,108.56,96.52,950.99,11342.35
O017825,C06368,2025-09-09,Marketplace,Credit Card,Delivered,Maharashtra,Mumbai,2066.6,50.77,189.63,261.53,2466.99
O017826,C07552,2026-06-21,Website,Wallet,Delivered,West Bengal,Kolkata,2712.64,126.23,198.31,415.54,3200.26
O017827,C02843,2025-03-03,Website,COD,Delivered,Tamil Nadu,Madurai,6251.48,7.84,207.9,820.55,7272.09
O017828,C08659,2026-05-01,Mobile App,UPI,Delivered,Gujarat,Vadodara,3498.16,26.24,185.64,310.68,3968.24
O017829,C08120,2025-09-05,Marketplace,UPI,Delivered,Rajasthan,Jaipur,30307.22,557.03,217.81,1604.2,31572.2
O017830,C01743,2025-05-24,Mobile App,UPI,Delivered,Telangana,Nizamabad,6522.83,144.16,37.02,461.99,6877.68
O017831,C09776,2025-07-02,Website,Net Banking,Delivered,Telangana,Nizamabad,12631.35,236.37,125.16,2010.18,14530.32
O017832,C05691,2025-06-04,Marketplace,UPI,Delivered,Gujarat,Surat,2717.31,27.28,44.32,292.7,3027.05
O017833,C09527,2026-10-10,Marketplace,Credit Card,Delivered,Delhi,New Delhi,5023.280000000001,189.0,2.57,869.95,5706.8
O017834,C05251,2025-08-21,Website,COD,Delivered,Delhi,Delhi,7204.700000000001,224.17,105.04,525.65,7611.22
O017835,C02511,2026-09-04,Mobile App,Debit Card,Delivered,Delhi,Delhi,8176.0,398.64,56.41,976.07,8809.84
O017836,C05990,2025-08-17,Mobile App,Debit Card,Delivered,Delhi,Delhi,10244.96,161.3,15.39,904.08,11003.13
O017837,C04710,2025-01-04,Website,UPI,Returned,Karnataka,Bengaluru,4710.26,74.88,51.72,599.43,5286.53
O017838,C01786,2025-01-06,Website,UPI,Delivered,Uttar Pradesh,Kanpur,9651.3,72.55,32.44,661.4,10272.59
O017839,C09980,2025-10-14,Marketplace,Credit Card,Delivered,Maharashtra,Nagpur,3214.73,36.49,223.64,541.05,3942.93
O017840,C01916,2026-10-06,Mobile App,Wallet,Delivered,Maharashtra,Pune,12918.810000000001,634.67,121.41,1300.75,13706.3
O017841,C03310,2026-03-14,Marketplace,UPI,Delivered,Telangana,Hyderabad,4813.75,151.06,226.74,631.03,5520.46
O017842,C03163,2026-05-20,Marketplace,Credit Card,Delivered,Maharashtra,Nagpur,3868.89,167.34,108.98,465.76,4276.29
O017843,C01714,2025-11-11,Website,Credit Card,Delivered,Uttar Pradesh,Noida,6560.78,119.4,140.39,824.74,7406.51
O017844,C04790,2025-08-05,Mobile App,UPI,Delivered,West Bengal,Kolkata,26356.47,44.8,25.94,2380.2,28717.81
O017845,C00414,2026-04-21,Marketplace,UPI,Delivered,Kerala,Thiruvananthapuram,40227.630000000005,1634.87,55.79,4715.8,43364.35
O017846,C03186,2026-03-05,Marketplace,Debit Card,Delivered,Telangana,Nizamabad,13761.9,54.45,199.55,1913.8,15820.8
O017847,C05136,2025-01-29,Mobile App,UPI,Delivered,Delhi,New Delhi,5260.0599999999995,78.05,74.33,877.93,6134.27
O017848,C03915,2026-02-12,Website,Credit Card,Delivered,Tamil Nadu,Chennai,10280.6,428.22,0.3,667.01,10519.69
O017849,C03556,2026-04-12,Marketplace,Credit Card,Delivered,Uttar Pradesh,Noida,2030.43,21.02,94.1,313.2,2416.71
O017850,C00976,2025-10-14,Marketplace,UPI,Delivered,Gujarat,Ahmedabad,7098.82,317.91,46.47,1154.12,7981.5
O017851,C02582,2025-09-28,Marketplace,Debit Card,Delivered,Uttar Pradesh,Kanpur,357.45,12.16,111.45,51.17,507.91
O017852,C05321,2026-08-15,Mobile App,Credit Card,Delivered,Telangana,Hyderabad,5640.22,280.8,131.24,854.09,6344.75
O017853,C09102,2025-10-16,Website,UPI,Delivered,Delhi,New Delhi,70110.19,304.32,159.91,11772.21,81737.99
O017854,C01903,2025-08-14,Mobile App,Debit Card,Delivered,Uttar Pradesh,Kanpur,6350.11,238.12,116.39,697.69,6926.07
O017855,C07346,2026-08-13,Mobile App,UPI,Delivered,Gujarat,Ahmedabad,35829.62,454.99,75.32,3690.24,39140.19
O017856,C08222,2026-12-22,Website,Debit Card,Cancelled,Uttar Pradesh,Kanpur,15046.19,263.16,131.71,1915.94,16830.68
O017857,C04470,2025-05-24,Mobile App,COD,Delivered,Maharashtra,Nagpur,620.05,20.35,98.13,38.27,736.1
O017858,C05307,2025-10-20,Mobile App,UPI,Cancelled,Kerala,Thiruvananthapuram,3202.23,57.89,151.08,243.46,3538.88
O017859,C05834,2025-01-03,Website,Debit Card,Delivered,West Bengal,Howrah,6264.91,173.44,203.87,816.7,7112.04
O017860,C03154,2025-12-23,Website,UPI,Delivered,Maharashtra,Pune,14481.45,483.77,76.75,2493.14,16567.57
O017861,C08318,2025-08-11,Mobile App,Credit Card,Delivered,Uttar Pradesh,Kanpur,12170.51,64.65,144.73,1327.71,13578.3
O017862,C03208,2026-09-14,Mobile App,UPI,Delivered,Telangana,Nizamabad,4102.84,50.78,222.41,326.8,4601.27
O017863,C05104,2026-11-11,Website,COD,Returned,Gujarat,Surat,34170.85,1079.78,31.66,5103.4,38226.13
O017864,C02187,2025-04-01,Mobile App,UPI,Cancelled,Uttar Pradesh,Kanpur,13602.97,295.77,7.92,2274.85,15589.97
O017865,C02774,2026-10-11,Website,UPI,Delivered,Telangana,Hyderabad,5340.99,257.42,123.26,367.66,5574.49
O017866,C04091,2025-06-17,Mobile App,Net Banking,Delivered,Telangana,Hyderabad,12008.84,368.84,185.39,1777.13,13602.52
O017867,C08997,2025-08-31,Mobile App,Net Banking,Delivered,Uttar Pradesh,Noida,27782.11,1256.21,183.11,4050.17,30759.18
O017868,C08588,2026-10-24,Marketplace,COD,Delivered,Tamil Nadu,Madurai,4494.72,169.68,62.02,652.98,5040.04
O017869,C00759,2025-10-12,Website,COD,Delivered,Telangana,Warangal,2897.44,140.34,164.39,487.4,3408.89
O017870,C04643,2025-01-14,Website,UPI,Delivered,Delhi,New Delhi,35483.21,595.55,99.95,5450.02,40437.63
O017871,C08250,2025-02-11,Mobile App,Wallet,Delivered,Telangana,Warangal,5024.79,149.71,176.15,536.39,5587.62
O017872,C06321,2025-09-24,Website,COD,Delivered,Maharashtra,Mumbai,30706.04,807.92,179.22,5177.05,35254.39
O017873,C06793,2026-10-24,Mobile App,Net Banking,Delivered,Rajasthan,Jaipur,37661.22,458.04,169.38,2055.5,39428.06
O017874,C08549,2025-03-12,Marketplace,UPI,Delivered,Rajasthan,Jaipur,1290.42,16.54,92.23,100.18,1466.29
O017875,C02105,2025-06-02,Website,Net Banking,Delivered,Gujarat,Ahmedabad,810.98,5.37,179.96,49.72,1035.29
O017876,C06595,2026-12-12,Mobile App,COD,Delivered,Kerala,Thiruvananthapuram,29426.98,47.18,242.25,4626.74,34248.79
O017877,C06946,2025-11-09,Marketplace,Net Banking,Delivered,Uttar Pradesh,Lucknow,17934.59,410.44,221.06,1726.63,19471.84
O017878,C00663,2026-10-17,Marketplace,UPI,Delivered,Maharashtra,Mumbai,26205.579999999998,348.45,69.49,3710.3,29636.92
O017879,C07712,2025-10-23,Mobile App,Credit Card,Delivered,Uttar Pradesh,Noida,4161.84,127.45,73.26,400.43,4508.08
O017880,C04114,2026-01-15,Marketplace,Debit Card,Delivered,Delhi,New Delhi,1267.81,17.96,41.26,87.65,1378.76
O017881,C04022,2026-11-30,Website,UPI,Delivered,Maharashtra,Nagpur,4280.46,210.47,7.59,637.94,4715.52
O017882,C01843,2026-12-05,Website,Net Banking,Delivered,Maharashtra,Nagpur,1819.66,86.94,177.38,180.19,2090.29
O017883,C07359,2025-05-09,Website,UPI,Delivered,Karnataka,Mangaluru,9528.54,95.84,71.31,653.03,10157.04
O017884,C03531,2026-05-18,Mobile App,Credit Card,Delivered,Telangana,Warangal,4674.9,105.3,95.76,620.13,5285.49
O017885,C06496,2025-11-16,Mobile App,Debit Card,Delivered,Telangana,Hyderabad,5468.75,260.82,203.07,617.02,6028.02
O017886,C06178,2025-04-26,Marketplace,Net Banking,Delivered,Tamil Nadu,Madurai,15125.09,687.38,97.24,2309.82,16844.77
O017887,C08918,2025-01-21,Mobile App,Wallet,Delivered,Maharashtra,Pune,6311.1900000000005,107.26,122.48,395.09,6721.5
O017888,C01634,2026-01-07,Website,Credit Card,Delivered,Rajasthan,Udaipur,5781.38,258.55,58.74,313.35,5894.92
O017889,C01379,2025-03-16,Marketplace,Credit Card,Delivered,West Bengal,Kolkata,8318.53,279.35,104.73,558.69,8702.6
O017890,C04101,2026-11-25,Website,Credit Card,Delivered,Karnataka,Mysuru,80217.48,2635.35,184.63,11701.34,89468.1
O017891,C02856,2025-07-16,Mobile App,Debit Card,Delivered,Kerala,Kochi,15312.62,626.01,84.13,970.51,15741.25
O017892,C06640,2025-11-26,Marketplace,COD,Delivered,Tamil Nadu,Chennai,1043.27,29.68,225.37,139.8,1378.76
O017893,C01343,2026-06-27,Mobile App,COD,Delivered,Delhi,Delhi,35773.92,1759.64,72.04,5038.76,39125.08
O017894,C04632,2026-01-07,Website,UPI,Returned,Tamil Nadu,Coimbatore,1908.89,79.54,236.59,206.56,2272.5
O017895,C04544,2025-10-19,Website,UPI,Delivered,Delhi,New Delhi,24714.66,935.78,246.05,3904.37,27929.3
O017896,C06597,2026-04-11,Website,Debit Card,Delivered,Karnataka,Mangaluru,5653.97,28.85,178.26,674.63,6478.01
O017897,C02221,2025-06-04,Mobile App,Credit Card,Delivered,Tamil Nadu,Chennai,5304.38,132.42,193.75,800.49,6166.2
O017898,C09929,2025-12-26,Website,Net Banking,Delivered,Uttar Pradesh,Noida,7059.55,103.55,102.41,1058.74,8117.15
O017899,C02703,2026-12-10,Marketplace,Net Banking,Delivered,Tamil Nadu,Coimbatore,6188.969999999999,69.11,8.61,961.88,7090.35
O017900,C02937,2026-08-13,Website,Debit Card,Delivered,Karnataka,Bengaluru,15487.33,521.63,197.56,1209.4,16372.66
O017901,C03675,2025-09-22,Website,UPI,Delivered,Uttar Pradesh,Kanpur,4852.42,115.19,108.93,851.38,5697.54
O017902,C08600,2026-11-09,Mobile App,Debit Card,Delivered,Tamil Nadu,Coimbatore,1817.62,13.43,154.49,209.7,2168.38
O017903,C04705,2026-10-18,Website,Net Banking,Delivered,Maharashtra,Mumbai,2947.22,123.67,74.61,317.89,3216.05
O017904,C03907,2025-08-02,Mobile App,UPI,Delivered,Uttar Pradesh,Noida,3718.84,83.67,104.14,185.18,3924.49
O017905,C05898,2026-11-22,Website,UPI,Delivered,Uttar Pradesh,Lucknow,2603.12,108.35,188.05,421.47,3104.29
O017906,C09434,2025-12-23,Mobile App,COD,Delivered,Delhi,Delhi,4814.59,136.86,188.76,688.32,5554.81
O017907,C02302,2026-11-21,Mobile App,UPI,Delivered,Rajasthan,Jaipur,4038.88,100.6,217.06,384.8,4540.14
O017908,C08551,2026-02-09,Mobile App,COD,Delivered,Gujarat,Vadodara,4244.32,207.95,33.49,631.43,4701.29
O017909,C06009,2025-03-18,Website,UPI,Delivered,Uttar Pradesh,Kanpur,3971.35,57.55,114.78,633.98,4662.56
O017910,C07278,2025-04-19,Marketplace,Wallet,Delivered,West Bengal,Howrah,3014.13,116.71,131.84,168.91,3198.17
O017911,C03186,2025-12-30,Website,Wallet,Delivered,Telangana,Nizamabad,4532.8,135.98,198.38,250.31,4845.51
O017912,C05849,2025-01-20,Mobile App,Credit Card,Delivered,Telangana,Nizamabad,6868.97,70.56,61.58,469.04,7329.03
O017913,C07506,2026-07-30,Website,UPI,Delivered,Rajasthan,Udaipur,7802.69,219.83,98.23,1171.61,8852.7
O017914,C03790,2025-08-31,Mobile App,Credit Card,Delivered,Rajasthan,Jaipur,6037.69,36.8,100.69,509.95,6611.53
O017915,C04541,2025-01-26,Website,Net Banking,Returned,Telangana,Nizamabad,6641.96,295.83,194.39,868.64,7409.16
O017916,C03766,2026-04-26,Mobile App,Credit Card,Delivered,Uttar Pradesh,Noida,28748.92,1217.65,173.39,1718.43,29423.09
O017917,C06508,2026-03-25,Mobile App,UPI,Delivered,Telangana,Hyderabad,27440.19,1282.38,133.67,2727.79,29019.27
O017918,C07721,2025-04-09,Marketplace,COD,Delivered,Maharashtra,Mumbai,3235.96,55.19,246.79,380.37,3807.93
O017919,C05927,2025-05-21,Mobile App,UPI,Delivered,Uttar Pradesh,Lucknow,14888.92,612.31,192.93,2426.54,16896.08
O017920,C03558,2026-07-10,Website,UPI,Cancelled,Kerala,Thiruvananthapuram,743.08,7.87,118.76,51.36,905.33
O017921,C09812,2025-04-27,Marketplace,UPI,Delivered,Tamil Nadu,Coimbatore,18956.71,436.46,106.53,1629.97,20256.75
O017922,C09309,2025-01-06,Website,Debit Card,Delivered,Karnataka,Mangaluru,7812.36,274.95,81.78,1288.64,8907.83
O017923,C04095,2026-12-31,Mobile App,Credit Card,Returned,Maharashtra,Nagpur,361.76,10.46,216.95,52.26,620.51
O017924,C00041,2025-08-17,Website,COD,Delivered,Tamil Nadu,Madurai,14285.42,245.33,175.23,769.42,14984.74
O017925,C01835,2026-10-28,Mobile App,Credit Card,Delivered,Maharashtra,Pune,17626.57,432.25,14.56,2941.3,20150.18
O017926,C08153,2025-11-10,Mobile App,UPI,Delivered,Gujarat,Vadodara,4583.11,181.01,246.38,231.04,4879.52
O017927,C07311,2026-12-09,Website,Net Banking,Delivered,Tamil Nadu,Coimbatore,4084.41,79.5,213.84,470.54,4689.29
O017928,C07606,2025-11-20,Website,Net Banking,Delivered,Kerala,Kochi,18016.88,105.8,170.0,1314.18,19395.26
O017929,C09431,2026-07-15,Marketplace,Wallet,Delivered,Delhi,Delhi,14728.62,115.56,234.43,1218.65,16066.14
O017930,C05127,2026-12-11,Mobile App,Debit Card,Delivered,Tamil Nadu,Chennai,25292.99,600.84,229.49,3310.82,28232.46
O017931,C02778,2025-08-11,Website,Wallet,Returned,Delhi,New Delhi,4524.38,47.32,239.73,424.41,5141.2
O017932,C08806,2025-01-24,Website,UPI,Delivered,Gujarat,Vadodara,27112.79,867.19,61.0,2500.38,28806.98
O017933,C06705,2025-12-01,Mobile App,Credit Card,Delivered,Delhi,Delhi,9865.34,437.86,138.13,1207.72,10773.33
O017934,C00426,2026-07-25,Mobile App,Debit Card,Delivered,Uttar Pradesh,Lucknow,3100.03,113.33,7.25,321.19,3315.14
O017935,C01168,2026-02-21,Mobile App,UPI,Delivered,Gujarat,Surat,6751.34,124.63,156.82,942.47,7726.0
O017936,C04748,2026-09-22,Website,UPI,Delivered,Gujarat,Ahmedabad,27052.96,977.05,30.56,4348.83,30455.3
O017937,C00162,2025-07-29,Marketplace,Debit Card,Delivered,Kerala,Thiruvananthapuram,15968.88,669.41,141.47,1988.67,17429.61
O017938,C00101,2025-02-24,Mobile App,Wallet,Returned,Kerala,Thiruvananthapuram,1454.57,54.62,111.93,115.78,1627.66
O017939,C01420,2025-06-22,Marketplace,Wallet,Delivered,Kerala,Kozhikode,19222.17,914.73,30.37,1702.82,20040.63
O017940,C02393,2025-06-29,Marketplace,Credit Card,Delivered,Tamil Nadu,Chennai,5030.29,115.17,191.07,616.78,5722.97
O017941,C00244,2025-09-22,Website,UPI,Delivered,Gujarat,Ahmedabad,17130.43,9.88,38.31,1951.41,19110.27
O017942,C07735,2025-09-03,Website,Net Banking,Returned,Uttar Pradesh,Noida,580.43,21.83,63.46,51.14,673.2
O017943,C01522,2025-07-03,Website,COD,Delivered,Delhi,New Delhi,12715.41,13.54,102.13,2166.98,14970.98
O017944,C03848,2025-04-06,Mobile App,Credit Card,Delivered,Rajasthan,Udaipur,4468.59,199.22,2.13,500.75,4772.25
O017945,C06328,2026-01-18,Mobile App,Net Banking,Delivered,Gujarat,Ahmedabad,1144.33,32.36,130.65,187.64,1430.26
O017946,C03808,2026-06-15,Website,UPI,Delivered,West Bengal,Kolkata,4831.36,151.88,157.0,435.68,5272.16
O017947,C01042,2026-11-07,Website,UPI,Delivered,West Bengal,Howrah,25542.93,936.85,16.01,1305.27,25927.36
O017948,C04305,2025-08-05,Marketplace,UPI,Delivered,Telangana,Hyderabad,30851.92,1305.95,213.43,3857.28,33616.68
O017949,C06096,2026-05-05,Marketplace,Credit Card,Returned,Tamil Nadu,Coimbatore,13176.9,251.29,152.55,1360.93,14439.09
O017950,C06882,2026-01-23,Website,UPI,Delivered,West Bengal,Howrah,12832.59,365.52,50.68,1456.66,13974.41
O017951,C08636,2026-10-23,Mobile App,Debit Card,Delivered,Delhi,Delhi,25623.2,1180.81,217.52,2505.12,27165.03
O017952,C06271,2026-06-01,Website,Credit Card,Delivered,Delhi,Delhi,4726.27,103.33,22.78,680.89,5326.61
O017953,C00759,2025-05-23,Website,COD,Delivered,Telangana,Warangal,3424.9,34.39,181.97,250.14,3822.62
O017954,C08442,2025-07-29,Marketplace,Debit Card,Delivered,Karnataka,Mysuru,29232.47,1198.33,41.78,2833.44,30909.36
O017955,C01219,2026-04-08,Website,Debit Card,Delivered,West Bengal,Howrah,16889.43,493.72,134.4,1425.53,17955.64
O017956,C06316,2026-07-17,Mobile App,Credit Card,Delivered,Delhi,New Delhi,11938.35,219.76,214.31,1118.89,13051.79
O017957,C06345,2025-03-04,Mobile App,Credit Card,Delivered,Karnataka,Bengaluru,18082.03,167.96,199.62,2977.73,21091.42
O017958,C09271,2026-04-24,Website,UPI,Delivered,Telangana,Warangal,12096.36,107.52,173.67,1667.36,13829.87
O017959,C07621,2025-05-13,Website,Credit Card,Delivered,Karnataka,Mysuru,4677.76,213.68,65.3,482.84,5012.22
O017960,C08281,2026-11-28,Website,COD,Delivered,Delhi,New Delhi,10863.94,426.73,236.59,1502.55,12176.35
O017961,C07071,2026-12-10,Website,Credit Card,Delivered,West Bengal,Kolkata,15835.619999999999,175.93,120.81,1192.36,16972.86
O017962,C01756,2026-10-09,Mobile App,UPI,Delivered,Gujarat,Surat,5459.73,85.03,4.64,861.32,6240.66
O017963,C09148,2026-10-09,Website,UPI,Delivered,Delhi,New Delhi,2468.57,53.94,214.83,315.23,2944.69
O017964,C02052,2026-12-08,Website,UPI,Delivered,Telangana,Nizamabad,8884.82,14.39,232.47,1450.77,10553.67
O017965,C06271,2025-08-14,Marketplace,Debit Card,Delivered,Delhi,Delhi,4758.23,55.09,76.58,544.41,5324.13
O017966,C00484,2026-01-19,Mobile App,UPI,Delivered,Karnataka,Bengaluru,18095.92,142.3,196.87,1528.68,19679.17
O017967,C05255,2025-04-15,Mobile App,COD,Delivered,Rajasthan,Udaipur,5172.02,153.69,238.6,354.0,5610.93
O017968,C07823,2025-12-05,Website,UPI,Delivered,Karnataka,Mysuru,3631.19,70.79,38.37,498.29,4097.06
O017969,C08919,2025-03-24,Website,UPI,Delivered,Uttar Pradesh,Lucknow,8712.039999999999,4.53,115.55,1406.84,10229.9
O017970,C03735,2026-05-30,Website,Credit Card,Delivered,Maharashtra,Nagpur,3733.18,73.66,137.32,599.16,4396.0
O017971,C08506,2025-03-02,Marketplace,UPI,Delivered,Karnataka,Mangaluru,53433.5,1283.53,241.8,2783.1,55174.87
O017972,C07974,2026-10-09,Website,COD,Delivered,Telangana,Hyderabad,7941.48,63.82,248.47,1252.54,9378.67
O017973,C08195,2026-10-04,Marketplace,Wallet,Delivered,Kerala,Kochi,43122.69,37.43,208.26,5672.38,48965.9
O017974,C07129,2026-12-11,Mobile App,UPI,Returned,Uttar Pradesh,Lucknow,31351.55,244.82,17.43,3167.54,34291.7
O017975,C05896,2025-01-22,Website,Wallet,Delivered,Uttar Pradesh,Noida,8809.560000000001,189.53,184.43,1200.39,10004.85
O017976,C08430,2026-09-09,Marketplace,COD,Delivered,Gujarat,Ahmedabad,4248.74,185.58,5.41,374.98,4443.55
O017977,C01962,2025-08-19,Mobile App,UPI,Delivered,Tamil Nadu,Coimbatore,848.55,18.96,27.52,44.05,901.16
O017978,C04925,2025-06-02,Marketplace,UPI,Delivered,Delhi,Delhi,6493.570000000001,31.6,163.99,793.87,7419.83
O017979,C08669,2026-07-16,Marketplace,UPI,Delivered,Gujarat,Vadodara,5389.32,236.96,212.69,598.25,5963.3
O017980,C08160,2025-04-04,Mobile App,COD,Delivered,Karnataka,Mysuru,3626.95,118.25,8.98,425.33,3943.01
O017981,C00727,2026-10-18,Marketplace,Wallet,Delivered,Karnataka,Mangaluru,4340.96,150.06,176.6,545.28,4912.78
O017982,C09286,2026-10-18,Website,Credit Card,Returned,Telangana,Warangal,2659.62,69.73,215.49,337.45,3142.83
O017983,C00416,2026-02-14,Marketplace,Credit Card,Delivered,Karnataka,Bengaluru,15245.15,330.98,185.84,1556.57,16656.58
O017984,C07897,2025-11-15,Marketplace,UPI,Delivered,Gujarat,Vadodara,12298.76,586.42,231.11,1210.56,13154.01
O017985,C02909,2026-10-27,Website,COD,Delivered,Kerala,Thiruvananthapuram,3553.47,174.92,19.21,502.65,3900.41
O017986,C01705,2026-06-15,Marketplace,Wallet,Delivered,Delhi,New Delhi,5843.83,95.19,44.21,592.39,6385.24
O017987,C08900,2025-01-26,Website,UPI,Delivered,Maharashtra,Nagpur,34367.75,1504.94,180.79,2746.49,35790.09
O017988,C02234,2025-11-09,Website,COD,Delivered,Kerala,Kochi,4385.61,130.62,230.45,444.05,4929.49
O017989,C08942,2025-11-20,Mobile App,Credit Card,Returned,Maharashtra,Mumbai,2426.32,104.08,171.53,309.06,2802.83
O017990,C05195,2026-10-07,Marketplace,COD,Delivered,Uttar Pradesh,Kanpur,3956.4,89.48,206.91,269.84,4343.67
O017991,C02383,2026-10-23,Marketplace,Wallet,Delivered,Maharashtra,Pune,4054.74,171.28,213.79,676.29,4773.54
O017992,C04857,2026-02-05,Marketplace,UPI,Delivered,Delhi,New Delhi,453.57,9.43,228.46,56.13,728.73
O017993,C01840,2025-03-29,Mobile App,COD,Delivered,Rajasthan,Jaipur,5060.09,210.85,118.13,825.75,5793.12
O017994,C06817,2026-03-27,Mobile App,Debit Card,Delivered,West Bengal,Kolkata,17134.83,121.57,8.71,2697.71,19719.68
O017995,C02568,2025-12-08,Mobile App,Debit Card,Delivered,Telangana,Hyderabad,17869.65,587.14,159.02,2845.23,20286.76
O017996,C02877,2025-11-16,Mobile App,Wallet,Returned,Karnataka,Bengaluru,4780.66,73.58,152.66,250.21,5109.95
O017997,C04123,2026-12-22,Website,COD,Delivered,Uttar Pradesh,Lucknow,17818.63,708.04,19.04,2359.14,19488.77
O017998,C07231,2026-12-29,Website,Debit Card,Delivered,Karnataka,Bengaluru,2710.46,117.71,210.55,445.3,3248.6
O017999,C07916,2025-11-08,Website,COD,Delivered,Kerala,Thiruvananthapuram,1695.3,76.29,63.87,159.94,1842.82
O018000,C07671,2026-11-22,Website,Credit Card,Delivered,Kerala,Thiruvananthapuram,747.63,28.45,177.33,78.15,974.66
O018001,C00234,2025-07-11,Mobile App,UPI,Delivered,Gujarat,Vadodara,21489.28,100.58,150.59,3646.92,25186.21
O018002,C07465,2025-05-31,Website,UPI,Cancelled,Kerala,Thiruvananthapuram,10831.85,440.22,161.83,1533.25,12086.71
O018003,C05244,2026-05-02,Website,UPI,Delivered,Karnataka,Mangaluru,27811.29,146.74,32.65,3659.22,31356.42
O018004,C06150,2026-01-01,Mobile App,COD,Delivered,Rajasthan,Jaipur,13273.15,421.58,215.69,1596.36,14663.62
O018005,C04212,2026-07-12,Website,Debit Card,Delivered,Tamil Nadu,Coimbatore,1306.31,6.91,12.32,136.87,1448.59
O018006,C07813,2025-03-28,Website,UPI,Delivered,Rajasthan,Udaipur,17537.81,394.18,224.21,1298.41,18666.25
O018007,C08988,2025-12-21,Mobile App,UPI,Delivered,Kerala,Kozhikode,6542.96,195.64,84.12,325.73,6757.17
O018008,C08394,2026-05-22,Mobile App,UPI,Returned,Rajasthan,Jaipur,5005.15,39.97,113.11,486.53,5564.82
O018009,C09057,2026-01-01,Mobile App,Credit Card,Cancelled,West Bengal,Kolkata,25667.06,401.41,224.39,1455.35,26945.39
O018010,C00758,2025-08-14,Website,Net Banking,Delivered,Kerala,Thiruvananthapuram,7588.86,164.25,26.75,897.29,8348.65
O018011,C00499,2026-01-01,Website,COD,Delivered,Tamil Nadu,Coimbatore,6706.18,50.45,20.06,1077.4,7753.19
O018012,C04764,2026-03-09,Mobile App,UPI,Delivered,Delhi,New Delhi,20238.68,427.31,96.01,3239.43,23146.81
O018013,C08127,2026-02-10,Website,UPI,Delivered,Tamil Nadu,Coimbatore,4410.23,206.52,173.73,490.01,4867.45
O018014,C01636,2026-02-22,Website,UPI,Delivered,Tamil Nadu,Madurai,6277.29,263.1,176.99,1041.64,7232.82
O018015,C01646,2025-11-27,Marketplace,UPI,Delivered,Delhi,New Delhi,15571.73,454.77,99.73,1577.0,16793.69
O018016,C09711,2025-09-19,Website,Wallet,Delivered,Uttar Pradesh,Noida,27219.46,1149.91,12.19,3892.44,29974.18
O018017,C00832,2025-02-26,Marketplace,COD,Delivered,Gujarat,Vadodara,1984.85,19.35,248.13,117.07,2330.7
O018018,C02837,2025-02-07,Website,COD,Delivered,West Bengal,Howrah,15398.07,296.55,134.15,1786.92,17022.59
O018019,C02269,2026-01-28,Website,UPI,Delivered,Rajasthan,Jodhpur,54782.42,1268.15,177.47,3691.44,57383.18
O018020,C00839,2026-10-08,Website,Wallet,Delivered,Tamil Nadu,Coimbatore,1792.39,66.81,19.75,222.34,1967.67
O018021,C05513,2026-08-13,Marketplace,Credit Card,Delivered,Delhi,New Delhi,25856.010000000002,1146.05,40.66,3158.87,27909.49
O018022,C06864,2026-01-30,Marketplace,Credit Card,Delivered,Karnataka,Mysuru,83078.84,1871.5,37.19,4251.15,85495.68
O018023,C08713,2026-04-19,Website,UPI,Cancelled,Uttar Pradesh,Noida,2141.21,16.21,84.24,166.39,2375.63
O018024,C03331,2026-12-17,Marketplace,UPI,Delivered,Kerala,Kozhikode,277.28,7.28,17.04,29.24,316.28
O018025,C08964,2026-12-12,Website,UPI,Delivered,Gujarat,Vadodara,15959.58,422.92,167.19,1062.2,16766.05
O018026,C01250,2026-12-28,Website,UPI,Delivered,Kerala,Thiruvananthapuram,15746.9,110.13,70.85,2054.51,17762.13
O018027,C00088,2025-01-14,Mobile App,UPI,Delivered,Delhi,Delhi,10609.17,451.45,154.78,892.66,11205.16
O018028,C05696,2026-04-16,Marketplace,UPI,Delivered,Karnataka,Mangaluru,7298.7,240.6,30.49,640.48,7729.07
O018029,C04513,2026-07-12,Marketplace,Credit Card,Delivered,Uttar Pradesh,Kanpur,2848.98,84.76,46.52,215.68,3026.42
O018030,C01539,2025-03-23,Website,UPI,Delivered,Uttar Pradesh,Lucknow,2403.98,62.14,231.69,220.63,2794.16
